Code,Collector,Number,Date,Bag,T3,T4,GC
37,TC,06,8/10/2020,30,27.3,75.6,10.7
38,TC,04,8/10/2020,30,58.2,266.2,133.5
39,TC,01,8/10/2020,30,93.6,116.2,121.1
40,TC,03,8/17/2020,30,13.4,14.4,32
41,TC,03,9/7/2020,28,137.7,153.2,433.2
42,TC,04,9/7/2020,28,39.3,60.2,80
43,TC,11,9/7/2020,28,34.5,60,55.1
44,TC,14,9/7/2020,28,37.9,59.9,123.2
45,TC,12,9/7/2020,28,78.6,72.2,544.3
46,TC,13,9/7/2020,28,85.3,97.8,233
47,TC,01,11/11/2020,28,197.7,83.5,1491.5
48,TC,02,11/11/2020,28,82.9,101.7,635.7
49,TC,03,11/11/2020,28,54.1,40.6,555.6
50,TC,04,11/11/2020,28,41.6,65.3,502.8
51,TC,05,11/11/2020,28,35.5,22.5,515.9
52,TC,11,11/11/2020,28,78.2,62.7,85.3
53,TC,13,11/11/2020,28,57.5,44.2,35.9
54,TC,14,11/11/2020,28,125.3,293.8,425.1
55,TC,02,12/22/2020,28,148.2,170.8,134.7
56,TC,03,12/22/2020,28,51,44.5,63.9
57,TC,06,12/22/2020,28,28.3,35.7,963.8
58,TC,07,12/22/2020,28,219,223.1,640.2
59,TC,08,12/22/2020,28,716.3,237.8,120.1
60,TC,09,12/22/2020,28,18.6,16.8,340.6
61,JK,394,7/15/2021,4,130.1,181.6,76.1
62,JK,395,7/15/2021,4,30.7,22.7,37.8
63,JK,396,7/16/2021,4,53.1,58.1,15.4
64,JK,397,7/17/2021,4,96.5,73.7,253.5
65,JK,398,7/17/2021,4,239.9,270,135
66,JK,399,7/17/2021,4,33.4,38.2,185.2
67,JK,400,7/17/2021,4,69.7,58.1,221.7
68,JK,401,7/17/2021,4,26.6,8.2,142.7
69,JK,402,7/18/2021,4,49.3,40.5,94.5
70,JK,403,7/18/2021,4,47,39.6,92
71,JK,404,7/19/2021,4,114.7,152.8,68.8
72,JK,405,7/19/2021,4,304.3,126.6,93.8
73,JK,406,7/19/2021,4,97.6,110.8,76.3
74,JK,407,7/19/2021,4,126.4,74.2,88.8
75,JK,408,7/20/2021,4,110.1,116.1,157.8
76,JK,409,7/20/2021,4,497.7,668.2,97.2
77,JK,410,7/21/2021,4,286.2,204,310.1
78,JK,413,7/22/2021,4,111.3,174,155.4
79,JK,414,7/22/2021,4,129.8,144.4,334
80,TC,03,8/10/2021,4,128,120.4,40
81,TC,05,7/20/2020,31,142.6,126,68.4
82,TC,01,7/21/2020,31,165.5,134.8,42.7
83,TC,02,7/21/2020,31,262.5,130.1,140.4
84,TC,10,7/21/2020,31,53.5,121.4,34.1
85,TC,11,7/21/2020,31,67,69.3,43.4
86,TC,12,7/21/2020,31,50.8,61.2,123.6
87,TC,13,7/21/2020,31,110.7,139.9,40.9
88,TC,14,7/21/2020,31,144,163,58
89,TC,15,7/21/2020,31,17.3,81.9,205.9
90,TC,03,7/22/2020,31,199,164.4,93.1
91,TC,01,7/27/2020,31,34.8,88.5,31.9
92,TC,04,7/27/2020,31,26,56.3,52.7
93,TC,01,7/28/2020,31,426.7,239.4,133.3
94,TC,03,7/28/2020,31,33.7,65.3,21
95,TC,06,7/29/2020,31,579.4,221.1,85.8
96,TC,04,8/3/2020,31,13.7,129.8,321.1
97,TC,06,8/3/2020,31,33,86.3,123.9
98,TC,11,8/3/2020,31,77.2,100.3,52.8
99,TC,02,8/4/2020,31,75.9,143.8,48.3
100,TC,01,8/5/2020,31,98.8,127.1,131.1
101,TC,04,8/19/2020,29,64.8,59.8,188.9
102,TC,03,8/19/2020,29,115.5,136,885.4
103,TC,09,8/19/2020,29,83.4,119.4,48.1
104,TC,06,8/19/2020,29,27.7,40.8,229
105,TC,04,8/17/2020,29,106.8,111.6,212.8
106,TC,04,8/17/2020,29,95.3,136.2,199.7
107,TC,09,8/17/2020,29,23.2,64.9,57.9
108,TC,13,8/17/2020,29,39,75.5,85.5
109,TC,04,8/24/2020,29,61.5,163.1,267.1
110,TC,01,9/7/2020,29,52.2,139.7,101.9
111,TC,07,8/19/2020,29,16.7,66.2,301.7
112,TC,06,8/24/2020,29,58.8,62,57.4
113,TC,18,8/24/2020,29,112.9,176.4,206
114,TC,11,8/24/2020,29,186.7,189.8,121
115,TC,13,8/24/2020,29,34.6,131.1,59.3
116,TC,21,8/24/2020,29,15,40.3,157.6
117,TC,09,8/24/2020,29,35.4,58.9,39.1
118,TC,19,8/24/2020,29,6.1,23.9,64.8
119,TC,16,8/24/2020,29,131.4,298.6,1661.9
120,TC,20,8/24/2020,29,39.9,106.7,76.8
121,TC,17,8/24/2020,29,78.4,129.8,96.8
122,JK,494,8/27/2021,8,25.8,89.7,11.4
123,JK,495,8/27/2021,8,151.3,201.4,195.3
124,JK,496,8/27/2021,8,21.9,85,50.8
125,JK,480,8/23/2021,8,107.9,111.9,159
126,JK,477,8/23/2021,8,15.9,33.5,40.9
127,JK,479,8/23/2021,8,133.3,161.7,56.9
128,JK,478,8/23/2021,8,240.8,293.8,287.3
129,JK,481,8/24/2021,8,57.4,43.9,55.6
130,JK,482,8/24/2021,8,35.8,82.8,142
131,JK,483,8/26/2021,8,90.5,165.4,267.8
132,JK,484,8/26/2021,8,153.8,187.3,50.8
133,JK,485,8/26/2021,8,109.6,120,73.8
134,JK,486,8/26/2021,8,78.9,98.6,41.1
135,JK,487,8/26/2021,8,136.7,168.3,232.5
136,JK,488,8/26/2021,8,223.3,829.1,67
137,JK,489,8/26/2021,8,130.3,111.7,79.1
138,JK,490,8/26/2021,8,64.9,87.8,24.9
139,JK,491,8/26/2021,8,102.9,159.6,70
140,JK,492,8/26/2021,8,218.1,251.6,167.4
141,JK,493,8/26/2021,8,101.2,123.6,130.7
142,JK,415,7/23/2021,5,183.7,166.8,109.2
143,JK,416,7/24/2021,5,203.1,98,468.7
144,JK,417,7/25/2021,5,163.1,245.8,82.8
145,JK,418,7/25/2021,5,195.1,296.9,294
146,JK,419,7/25/2021,5,143,162.4,159.6
147,JK,420,7/25/2021,5,78.1,162.8,38.2
148,JK,421,7/25/2021,5,44.1,68.7,275.5
149,JK,422,7/26/2021,5,265.8,351.8,60.7
150,JK,423,7/27/2021,5,45.6,67.3,57.6
151,JK,425,7/29/2021,5,24,126,160.1
152,JK,428,8/2/2021,5,55.3,103.2,46.9
153,JK,429,8/3/2021,5,70,230.8,25.7
154,JK,431,8/7/2021,5,182.8,368.1,50
155,JK,433,8/9/2021,5,78.8,218.2,14
156,DH,01,9/8/2021,5,50.8,97.5,282.3
157,TC,01,9/13/2021,5,63.6,153.1,34.7
158,TC,03,9/13/2021,5,82,145.7,204.3
159,TC,04,9/15/2021,5,438.6,329.6,52
160,TC,05,9/13/2021,5,105,195.7,244.6
161,TC,07,9/13/2021,5,114,86.4,505.3
162,JK,312,4/14/2021,23,7.7,39.4,75
163,JK,313,4/18/2021,23,78.2,134.1,739.4
164,JK,314,4/20/2021,23,204.2,191.2,50.2
165,JK,316,4/22/2021,23,51.2,73.1,19.5
166,JK,317,4/23/2021,23,18.2,37.1,154.1
167,JK,318,4/25/2021,23,85.7,183.4,36.2
168,JK,319,4/25/2021,23,23.9,58,47.6
169,JK,320,4/25/2021,23,54.3,59.8,353.2
170,JK,321,4/26/2021,23,92.4,196,69.5
171,JK,322,4/26/2021,23,384.4,218.5,583.3
172,JK,323,4/27/2021,23,143.2,109.9,157.8
173,JK,327,4/30/2021,23,627,209.4,163.1
174,JK,328,4/30/2021,23,96,102.4,106
175,JK,332,5/4/2021,23,52.3,132.4,491.2
176,JK,329,5/1/2021,23,28.2,72.8,59.9
177,JK,331,5/3/2021,23,78.6,144.9,106.8
178,JK,330,5/3/2021,23,20.6,66.9,197.8
179,JK,333,5/4/2021,23,49.3,800.5,127.2
180,JK,335,5/7/2021,23,71.1,119.1,34.1
181,JK,337,5/9/2021,23,65,90.7,325.1
182,JK,470,8/22/2021,7,615.9,307.7,200.1
183,JK,471,8/22/2021,7,194.5,133.5,114.7
184,JK,472,8/22/2021,7,56.5,94.4,124.4
185,JK,457,8/19/2021,7,4.8,62.5,177.5
186,JK,462,8/21/2021,7,32.5,44.3,159.7
187,JK,464,8/21/2021,7,415.7,351,125.3
188,JK,463,8/21/2021,7,140.2,106.1,52.6
189,JK,465,8/21/2021,7,53.5,57.1,14
190,JK,466,8/21/2021,7,34.3,38,204.5
191,JK,467,8/21/2021,7,22.5,43.5,13.3
192,JK,468,8/21/2021,7,22.9,27.2,254.4
193,JK,469,8/21/2021,7,60.5,61.1,31
194,JK,473,8/23/2021,7,284.9,209.2,85.5
195,JK,474,8/23/2021,7,89.6,87.1,46.8
196,JK,475,8/23/2021,7,39.1,45.2,75.5
197,JK,459,8/20/2021,7,197.6,147.2,22.4
198,JK,460,8/20/2021,7,44.9,56.4,698.5
199,JK,461,8/20/2021,7,64,72.7,25.6
200,JK,476,8/23/2021,7,140.7,131.6,36.2
201,JK,458,8/20/2021,7,84.7,35.3,97.5
202,JK,517,8/30/2021,10,11.1,26.9,21.2
203,JK,518,8/30/2021,10,17.2,19.4,21.3
204,JK,519,8/30/2021,10,46.8,45,87
205,JK,521,8/31/2021,10,77.2,102.3,77
206,JK,522,8/31/2021,10,131.9,137.8,192
207,JK,520,8/31/2021,10,61.4,86.3,103.9
208,JK,525,9/1/2021,10,67.2,48.3,131.5
209,JK,526,9/2/2021,10,73.2,42,276
210,JK,528,9/2/2021,10,74.5,208.9,104.8
211,JK,531,9/2/2021,10,107.2,61.1,34.9
212,JK,536,9/4/2021,10,143,103.8,222.5
213,JK,537,9/4/2021,10,99.1,50.2,75.8
214,JK,538,9/4/2021,10,83.6,97.3,87.2
215,JK,532,9/4/2021,10,57.1,43.1,308.7
216,JK,534,9/4/2021,10,66.6,127.3,234.2
217,JK,535,9/4/2021,10,49.8,92.2,378.2
218,JK,542,9/4/2021,10,62.8,77.4,129.5
219,JK,533,9/4/2021,10,40.5,67.4,230.7
220,JK,543,9/5/2021,10,45.7,55.2,154.6
221,JK,545,9/5/2021,10,47.3,31.6,51.2
222,DH,01,3/2/2020,32,237,179,337.2
223,DH,01,3/10/2020,32,94.4,100.9,11.4
224,DH,01,4/17/2020,32,68.5,56.4,135.8
225,DH,01,9/21/2020,32,76.9,54.6,305.1
226,DH,01,10/6/2020,32,91.8,97.1,36
227,TC,07,7/10/2020,32,177.6,111.3,84.7
228,TC,09,7/10/2020,32,70.7,41.8,167.6
229,TC,01,7/11/2020,32,64.6,44,30.2
230,TC,01,7/13/2020,32,286.3,94.1,97.3
231,TC,02,7/13/2020,32,117.1,235.9,91.9
232,TC,03,7/13/2020,32,59.5,65.4,34.1
233,TC,04,7/13/2020,32,164.3,226.9,72.1
234,TC,05,7/13/2020,32,146.2,63.7,225.1
235,TC,06,7/13/2020,32,205.6,183.3,77
236,TC,08,7/15/2020,32,226.6,187.9,486.2
237,TC,02,7/16/2020,32,64.4,73.2,88.5
238,TC,04,7/20/2020,32,198.9,186.3,1212.3
239,TC,10,11/11/2020,32,46.2,41.1,17.1
240,TC,04,7/29/2020,38,64.9,37.5,131.5
241,TC,01,8/3/2020,38,223.3,119.3,243.6
242,TC,02,8/3/2020,38,138.4,138.3,54.2
243,TC,03,8/3/2020,38,139.3,87.5,51.3
244,TC,05,8/3/2020,38,23.7,52.7,18.4
245,TC,09,8/3/2020,38,34.1,14.3,117.4
246,TC,12,8/3/2020,38,112.5,90.4,103.8
247,TC,03,8/4/2020,38,126.7,68.2,248.6
248,TC,04,8/4/2020,38,41.8,74.7,9.2
249,TC,05,8/4/2020,38,305.5,825.4,77.3
250,TC,02,8/5/2020,38,54.8,49.3,208
251,TC,05,8/5/2020,38,30.2,38,50.5
252,TC,03,8/10/2020,38,90.7,95.6,23.7
253,TC,08,8/10/2020,38,114,94.9,578.2
254,TC,02,8/17/2020,38,89.8,76.3,977.2
255,TC,07,8/17/2020,38,320.2,93.6,163.9
256,TC,10,8/17/2020,38,45.5,56.6,67.9
257,TC,12,8/17/2020,38,43.1,61.3,63.6
258,TC,13,8/10/2020,38,474.2,164.3,37.8
259,TC,02,8/19/2020,38,144.2,93.2,879.1
260,TC,09,11/11/2021,33,59.7,88.8,172.2
261,TC,12,11/11/2021,33,59.4,105.8,550.6
262,TC,15,11/11/2021,33,123,171.1,30.1
263,TC,02,12/30/2021,33,62.6,80.1,92.7
264,TC,07,12/30/2021,33,81,170.7,189.6
265,TC,01,12/31/2021,33,38,51.8,131.3
266,TC,03,12/31/2021,33,55,37.7,464.3
267,TC,01,4/5/2022,33,76.6,132.3,313.8
268,JK,577,9/18/2021,33,77.7,58.8,497.1
269,JK,578,9/18/2021,33,162.2,140.7,219.8
270,JK,583,9/20/2021,33,238.5,251,156.3
271,JK,589,9/24/2021,33,56.3,72.1,158.2
272,JK,591,9/24/2021,33,93.1,64,57.9
273,JK,592,9/24/2021,33,124.2,124.6,107.4
274,JK,602,9/27/2021,33,97.3,81.3,44.1
275,JK,603,9/27/2021,33,901.5,305.2,99.9
276,JK,604,9/27/2021,33,99.9,45,41.8
277,JK,605,9/27/2021,33,854.3,207.1,146.8
278,JK,607,9/27/2021,33,289.1,201.8,225.7
279,JK,621,10/4/2021,33,68.9,58.2,216.4
280,JK,699,11/7/2021,33,137.3,84.8,88.8
281,JK,260,2/22/2021,26,45.9,46.5,89.5
282,JK,261,2/22/2021,26,48.1,37.3,151.6
283,JK,259,2/22/2021,26,26,27.6,79.9
284,JK,258,2/22/2021,26,54.2,74.3,117.9
285,JK,257,2/21/2021,26,140.5,293.6,27.8
286,JK,263,2/24/2021,26,53,45.5,171.9
287,JK,264,2/24/2021,26,445.9,175.7,31.1
288,JK,265,2/26/2021,26,43.1,62.4,88.7
289,JK,277,3/12/2021,26,237,361.2,204.8
290,JK,276,3/11/2021,26,64.6,104.3,88.7
291,JK,269,3/2/2021,26,237.4,278.4,101.8
292,JK,270,3/9/2021,26,72.9,88.5,168.8
293,JK,271,3/10/2021,26,552.7,362.6,82.7
294,JK,279,3/13/2021,26,82.1,60.3,87.2
295,JK,268,2/27/2021,26,224.2,192.1,189.2
296,JK,266,2/27/2021,26,100.2,148.5,58.9
297,JK,275,3/10/2021,26,617,57.8,128
298,JK,274,3/10/2021,26,416.3,47.6,293.7
299,JK,273,3/10/2021,26,508.5,111.8,678.8
300,TC,16,11/11/2020,37,400.4,62.4,770.3
301,TC,17,11/11/2020,37,344.7,43.1,147.5
302,TC,12,11/11/2020,37,642.6,117.5,136.8
303,TC,15,11/11/2020,37,316.6,89.3,76.3
304,TC,09,11/11/2020,37,1186.8,148.3,469.1
305,TC,01,1/18/2021,37,903.9,173.3,191.4
306,TC,07,1/18/2021,37,472,84.8,134.6
307,TC,06,12/29/2020,37,55.8,26.4,17.1
308,TC,03,1/19/2021,37,88,5.4,78.3
309,TC,01,12/22/2020,37,928,133.2,326
310,TC,02,11/10/2020,37,211.5,47.6,42.8
311,TC,06,9/7/2020,37,327.9,45.7,190.3
312,TC,10,9/7/2020,37,1358.7,469.1,262.9
