SampleID,Replicate,FieldID,Site,Area,Initials,Year,Month,Day,Condition,Lat,Long,Geno.Sp,Cytb_Sp
S21_1126,None,20210114-JK-221,BERN,Urban,JK,2021,1,14,fresh,37.743102,-122.413843,coyote,NA
S21_1127,None,20210117-JK-222,SFGC,Urban,JK,2021,1,17,fresh,37.710304,-122.477567,coyote,coyote
S21_1128,None,20210118-JK-223,GGPE,Urban,JK,2021,1,18,fresh,37.768042,-122.476381,coyote,NA
S21_1129,None,20210118-JK-224,GGPE,Urban,JK,2021,1,18,fresh,37.768042,-122.476381,coyote,coyote
S21_1130,None,20210119-JK-225,LEND,Urban,JK,2021,1,19,<2 days,37.785788,-122.499014,NA,NA
S21_1131,None,20210118-JK-226,GLEN,Urban,JK,2021,1,18,fresh,37.742249,-122.442412,coyote,coyote
S21_1132,None,20210130-JK-227,BERN,Urban,JK,2021,1,30,fresh,37.743102,-122.413843,coyote,NA
S21_1133,None,20210131-JK-228,LEND,Urban,JK,2021,1,31,fresh,37.78454,-122.50495,NA,coyote
S21_1134,None,20210201-JK-229,LEND,Urban,JK,2021,2,1,fresh,37.78454,-122.50495,coyote,NA
S21_1135,None,20210203-JK-230,GGPE,Urban,JK,2021,2,3,fresh,37.768042,-122.476381,coyote,coyote
S21_1136,None,20210203-JK-231,GGPE,Urban,JK,2021,2,3,not fresh,37.768042,-122.476381,coyote,NA
S21_1137,None,20210206-JK-232,LEND,Urban,JK,2021,2,6,fresh,37.78454,-122.50495,coyote,coyote
S21_1138,None,20210207-JK-233,BERN,Urban,JK,2021,2,7,fresh,37.743102,-122.413843,coyote,NA
S21_1139,None,20210209-JK-234,BERN,Urban,JK,2021,2,9,fresh,37.743102,-122.413843,coyote,coyote
S21_1140,None,20210211-JK-235,SFGC,Urban,JK,2021,2,11,fresh,37.710304,-122.477567,NA,NA
S21_1141,None,20210211-JK-236,SFGC,Urban,JK,2021,2,11,fresh,37.710304,-122.477567,dog,dog
S21_1142,None,20210210-JK-238,SFGC,Urban,JK,2021,2,10,fresh,37.710304,-122.477567,coyote,NA
S21_1143,None,20210212-JK-239,GGPE,Urban,JK,2021,2,12,fresh,37.769442,-122.467365,coyote,coyote
S21_1144,None,20210212-JK-240,TGPH,Urban,JK,2021,2,12,fresh,37.802864,-122.406001,coyote,NA
S21_1145,None,20210213-JK-241,TGPH,Urban,JK,2021,2,13,fresh,37.802864,-122.406001,NA,coyote
S21_1146,None,20210213-JK-242,GLEN,Urban,JK,2021,2,13,not fresh,37.742249,-122.442412,coyote,NA
S21_1147,None,20210213-JK-243,GLEN,Urban,JK,2021,2,13,fresh,37.742249,-122.442412,NA,human
S21_1148,None,20210214-JK-244,GLEN,Urban,JK,2021,2,14,fresh,37.742249,-122.442412,coyote,NA
S21_1149,None,20210214-JK-245,GLEN,Urban,JK,2021,2,14,fresh,37.742249,-122.442412,coyote,coyote
S21_1150,None,20210215-JK-246,GLEN,Urban,JK,2021,2,15,fresh,37.742444,-122.443777,coyote,NA
S21_1151,None,20210215-JK-247,GLEN,Urban,JK,2021,2,15,fresh,37.742249,-122.442412,NA,coyote
S21_1152,None,20210216-JK-248,GLEN,Urban,JK,2021,2,16,fresh,37.742249,-122.442412,coyote,NA
S21_1153,None,20210217-JK-249,GLEN,Urban,JK,2021,2,17,fresh,37.742249,-122.442412,coyote,coyote
S21_1154,None,20210217-JK-250,GLEN,Urban,JK,2021,2,17,unknown,37.742249,-122.442412,coyote,NA
S21_1155,None,20210220-JK-251,GLEN,Urban,JK,2021,2,20,fresh,37.742249,-122.442412,coyote,coyote
S21_1156,None,20210220-JK-252,GLEN,Urban,JK,2021,2,20,fresh,37.742249,-122.442412,coyote,NA
S21_1157,None,20210220-JK-254,GGPE,Urban,JK,2021,2,20,fresh,37.768042,-122.476381,coyote,coyote
S21_1158,None,20210220-JK-255,GGPE,Urban,JK,2021,2,20,fresh,37.768042,-122.476381,coyote,NA
S21_1159,None,20210220-JK-256,GGPE,Urban,JK,2021,2,20,fresh,37.768042,-122.476381,coyote,coyote
S21_1160,None,20210221-JK-257,GGPE,Urban,JK,2021,2,21,fresh,37.768042,-122.476381,NA,NA
S21_1161,None,20210222-JK-258,GLEN,Urban,JK,2021,2,22,fresh,37.742249,-122.442412,coyote,coyote
S21_1162,None,20210222-JK-259,GGPE,Urban,JK,2021,2,22,fresh,37.768042,-122.476381,coyote,NA
S21_1163,None,20210222-JK-260,GGPE,Urban,JK,2021,2,22,fresh,37.768042,-122.476381,coyote,coyote
S21_1164,None,20210222-JK-261,SFGC,Urban,JK,2021,2,22,fresh,37.710304,-122.477567,coyote,NA
S21_1165,None,20210223-JK-262,LAKE,Urban,JK,2021,2,23,fresh,37.730897,-122.480294,coyote,coyote
S21_1166,None,20210224-JK-263,BERN,Urban,JK,2021,2,24,fresh,37.743102,-122.413843,coyote,NA
S21_1167,None,20210224-JK-264,BERN,Urban,JK,2021,2,24,fresh,37.743102,-122.413843,coyote,coyote
S21_1168,None,20210226-JK-265,LEND,Urban,JK,2021,2,26,fresh,37.78454,-122.50495,coyote,NA
S21_1169,None,20210227-JK-266,GGPE,Urban,JK,2021,2,27,fresh,37.769442,-122.467365,NA,coyote
S21_1170,None,20210228-JK-267,LEND,Urban,JK,2021,2,28,<2 days,37.78454,-122.50495,NA,NA
S21_1171,None,20210227-JK-268,SFGC,Urban,JK,2021,2,27,fresh,37.710304,-122.477567,NA,coyote
S21_1172,None,20210302-JK-269,SFGC,Urban,JK,2021,3,2,fresh,37.710304,-122.477567,coyote,NA
S21_1173,None,20210309-JK-270,GLEN,Urban,JK,2021,3,9,fresh,37.742249,-122.442412,coyote,coyote
S21_1174,None,20210310-JK-271,GGPE,Urban,JK,2021,3,10,fresh,37.768042,-122.476381,coyote,NA
S21_1175,None,20210305-JK-272,GLEN,Urban,JK,2021,3,5,fresh,37.742249,-122.442412,coyote,coyote
S21_1176,None,20210310-JK-273,GLEN,Urban,JK,2021,3,10,fresh,37.742249,-122.442412,NA,NA
S21_1177,None,20210310-JK-274,GLEN,Urban,JK,2021,3,10,fresh,37.742249,-122.442412,coyote,coyote
S21_1178,None,20210310-JK-275,GLEN,Urban,JK,2021,3,10,fresh,37.742249,-122.442412,NA,NA
S21_1179,None,20210311-JK-276,GLEN,Urban,JK,2021,3,11,fresh,37.743419,-122.448938,NA,coyote
S21_1180,None,20210312-JK-277,BERN,Urban,JK,2021,3,12,fresh,37.743102,-122.413843,coyote,NA
S21_1181,None,20210312-JK-278,SFGC,Urban,JK,2021,3,12,fresh,37.710304,-122.477567,NA,coyote
S21_1182,None,20210313-JK-279,STMA,Urban,JK,2021,3,13,fresh,37.733462,-122.421732,NA,NA
S21_1183,None,20210313-JK-280,GLEN,Urban,JK,2021,3,13,fresh,37.742249,-122.442412,coyote,coyote
S21_1184,None,20210314-JK-281,GLEN,Urban,JK,2021,3,14,fresh,37.739323,-122.441563,coyote,NA
S21_1185,None,20210314-JK-282,GLEN,Urban,JK,2021,3,14,fresh,37.742249,-122.442412,coyote,coyote
S21_1186,None,20210314-JK-283,GGPE,Urban,JK,2021,3,14,fresh,37.768042,-122.476381,coyote,NA
S21_1187,None,20210315-TC-01,SFGC,Urban,TC,2021,3,15,fresh,37.7113,-122.48329,coyote,coyote
S21_1188,None,20210315-TC-02,SFGC,Urban,TC,2021,3,15,<2 days,37.71131,-122.48324,coyote,NA
S21_1189,None,20210315-TC-03,SFGC,Urban,TC,2021,3,15,<2 days,37.71142,-122.48296,coyote,coyote
S21_1190,None,20210315-TC-04,SFGC,Urban,TC,2021,3,15,<2 days,37.71249,-122.48386,coyote,NA
S21_1191,None,20210315-TC-05,SFGC,Urban,TC,2021,3,15,fresh,37.71184,-122.4835,coyote,coyote
S21_1192,None,20210315-TC-06,OLYM,Urban,TC,2021,3,15,<2 days,37.70419,-122.48924,coyote,NA
S21_1193,None,20210315-TC-07,LAGU,Urban,TC,2021,3,15,fresh,37.74971,-122.45493,NA,fail
S21_1194,None,20210315-TC-08,MCLA,Urban,TC,2021,3,15,fresh,37.71725,-122.41841,NA,NA
S21_1195,None,20210316-TC-01,CHP,Urban,TC,2021,3,16,fresh,37.76495,-122.43886,coyote,coyote
S21_1196,None,20210316-TC-02,CHP,Urban,TC,2021,3,16,<2 days,37.7649,-122.43788,NA,NA
S21_1197,None,20210316-TC-03,LEND,Urban,TC,2021,3,16,<2 days,37.78559,-122.49873,coyote,coyote
S21_1198,None,20210317-TC-01,LAKE,Urban,TC,2021,3,17,unknown,37.71861,-122.48937,coyote,NA
S21_1199,None,20210317-TC-02,BERN,Urban,TC,2021,3,17,fresh,37.74158,-122.41706,coyote,coyote
S21_1200,None,20210303-JY-01,PRES,Urban,JY,2021,3,3,unknown,37.79272231,-122.4562433,coyote,NA
S21_1208,None,20210412-TC-01,SFGC,Urban,TC,2021,4,12,fresh,37.7111,-122.48215,coyote,coyote
S21_1209,None,20210412-TC-02,SFGC,Urban,TC,2021,4,12,not fresh,37.7113,-122.48312,NA,NA
S21_1210,None,20210412-TC-03,LAGU,Urban,TC,2021,4,12,not fresh,37.7481,-122.45275,coyote,coyote
S21_1211,None,20210412-TC-04,LAGU,Urban,TC,2021,4,12,<2 days,37.74777,-122.45185,NA,NA
S21_1212,None,20210412-TC-05,MCLA,Urban,TC,2021,4,12,<2 days,37.71812,-122.42131,NA,coyote
S21_1213,None,20210413-TC-01,LEND,Urban,TC,2021,4,13,not fresh,37.78469,-122.5021,coyote,NA
S21_1214,None,20210413-TC-02,CHP,Urban,TC,2021,4,13,<2 days,37.76483,-122.4382,NA,coyote
S21_1215,None,20210413-TC-03,CHP,Urban,TC,2021,4,13,unknown,37.76485,-122.43821,coyote,NA
S21_1216,None,20210414-TC-01,LAKE,Urban,TC,2021,4,14,<2 days,37.71827,-122.48862,NA,NA
S21_1217,None,20210414-TC-02,TGPH,Urban,TC,2021,4,14,unknown,37.80286,-122.40547,coyote,NA
S21_1218,None,20210414-TC-03,TGPH,Urban,TC,2021,4,14,<2 days,37.80311,-122.40628,coyote,NA
S21_1219,None,20210414-TC-04,TGPH,Urban,TC,2021,4,14,fresh,37.80189,-122.40541,coyote,NA
S21_1220,None,20210315-JK-284,GLEN,Urban,JK,2021,3,15,fresh,37.742621,-122.442246,coyote,NA
S21_1221,None,20210315-JK-285,LEND,Urban,JK,2021,3,15,fresh,37.78454,-122.50495,coyote,NA
S21_1222,None,20210317-JK-286,BERN,Urban,JK,2021,3,17,fresh,37.743102,-122.413843,coyote,NA
S21_1223,None,20210317-JK-287,SFGC,Urban,JK,2021,3,17,fresh,37.710304,-122.477567,coyote,NA
S21_1224,None,20210318-JK-288,LEND,Urban,JK,2021,3,18,fresh,37.78454,-122.50495,coyote,NA
S21_1225,None,20210320-JK-289,BERN,Urban,JK,2021,3,20,fresh,37.743102,-122.413843,coyote,NA
S21_1226,None,20210321-JK-290,LEND,Urban,JK,2021,3,21,fresh,37.78454,-122.50495,coyote,NA
S21_1227,None,20210322-JK-291,LEND,Urban,JK,2021,3,22,fresh,37.78454,-122.50495,coyote,NA
S21_1228,None,20210326-JK-292,GLEN,Urban,JK,2021,3,26,fresh,37.742621,-122.442246,coyote,NA
S21_1229,None,20210401-JK-293,LEND,Urban,JK,2021,4,1,fresh,37.78454,-122.50495,coyote,NA
S21_1230,None,20210405-JK-294,SUNS,Urban,JK,2021,4,5,not fresh,37.750072,-122.483664,coyote,NA
S21_1231,None,20210405-JK-295,MTDA,Urban,JK,2021,4,5,fresh,37.739349,-122.451791,coyote,NA
S21_1232,None,20210405-JK-296,TGPH,Urban,JK,2021,4,5,fresh,37.802864,-122.406001,coyote,NA
S21_1233,None,20210405-JK-297,TGPH,Urban,JK,2021,4,5,fresh,37.802864,-122.406001,coyote,NA
S21_1234,None,20210406-JK-298,LEND,Urban,JK,2021,4,6,fresh,37.78454,-122.50495,coyote,NA
S21_1235,None,20210407-JK-299,GLEN,Urban,JK,2021,4,7,not fresh,37.742249,-122.442412,coyote,NA
S21_1236,None,20210407-JK-300,GLEN,Urban,JK,2021,4,7,fresh,37.742249,-122.442412,coyote,NA
S21_1237,None,20210407-JK-301,GLEN,Urban,JK,2021,4,7,fresh,37.742249,-122.442412,coyote,NA
S21_1238,None,20210407-JK-302,BERN,Urban,JK,2021,4,8,fresh,37.743102,-122.413843,coyote,NA
S21_1239,None,20210408-JK-305,SUNS,Urban,JK,2021,4,8,fresh,37.750072,-122.483664,coyote,NA
S21_1240,None,20210409-JK-306,SUNS,Urban,JK,2021,4,9,not fresh,37.750072,-122.483664,coyote,NA
S21_1241,None,20210409-JK-307,SUNS,Urban,JK,2021,4,9,fresh,37.750072,-122.483664,coyote,NA
S21_1242,None,20210409-JK-308,SUNS,Urban,JK,2021,4,9,fresh,37.750072,-122.483664,coyote,NA
S21_1243,None,20210410-JK-309,BERN,Urban,JK,2021,4,10,fresh,37.743102,-122.413843,coyote,NA
S21_1244,None,20210410-JK-310,BERN,Urban,JK,2021,4,10,not fresh,37.743102,-122.413843,coyote,NA
S21_1258,None,20210422-MGS-1,LAGU,Urban,MGS,2021,4,22,fresh,37.74876,-122.45174,coyote,NA
S21_1269,None,20210503-TC-01,OLYM,Urban,TC,2021,5,3,fresh,37.70549,-122.49054,coyote,NA
S21_1270,None,20210503-TC-02,GGPE,Urban,TC,2021,5,3,fresh,37.77114,-122.47708,coyote,NA
S21_1271,None,20210517-TC-01,SFGC,Urban,TC,2021,5,17,fresh,37.7113,-122.48332,coyote,NA
S21_1272,None,20210517-TC-02,SFGC,Urban,TC,2021,5,17,<2 days,37.71127,-122.48339,coyote,NA
S21_1273,None,20210517-TC-03,SFGC,Urban,TC,2021,5,17,fresh,37.71128,-122.48339,coyote,NA
S21_1274,None,20210517-TC-04,SFGC,Urban,TC,2021,5,17,<2 days,37.71124,-122.48319,coyote,NA
S21_1275,None,20210517-TC-05,SFGC,Urban,TC,2021,5,17,fresh,37.71166,-122.48297,NA,NA
S21_1276,None,20210517-TC-06,STMA,Urban,TC,2021,5,17,<2 days,37.73399,-122.41989,dog,NA
S21_1277,None,20210517-TC-07,STMA,Urban,TC,2021,5,17,fresh,37.73402,-122.41974,dog,NA
S21_1278,None,20210517-TC-08,GLEN,Urban,TC,2021,5,17,fresh,37.74328,-122.44282,coyote,NA
S21_1279,None,20210517-TC-09,MCLA,Urban,TC,2021,5,17,not fresh,37.71786,-122.41744,dog,NA
S21_1280,None,20210517-TC-10,MCLA,Urban,TC,2021,5,17,not fresh,37.71761,-122.41774,coyote,NA
S21_1281,None,20210518-TC-01,GGPE,Urban,TC,2021,5,18,fresh,37.77128,-122.47614,coyote,NA
S21_1282,None,20210518-TC-02,LEND,Urban,TC,2021,5,18,<2 days,37.77963,-122.51065,coyote,NA
S21_1283,None,20210518-TC-03,CHP,Urban,TC,2021,5,18,fresh,37.76492,-122.43714,NA,NA
S21_1284,None,20210518-TC-04,CHP,Urban,TC,2021,5,18,fresh,37.76492,-122.438,coyote,NA
S21_1285,None,20210518-TC-05,CHP,Urban,TC,2021,5,18,fresh,37.76494,-122.43825,NA,NA
S21_1286,None,20210519-TC-01,LAKE,Urban,TC,2021,5,19,not fresh,37.71776,-122.48793,coyote,NA
S21_1287,None,20210519-TC-02,LAKE,Urban,TC,2021,5,19,<2 days,37.71839,-122.48881,coyote,NA
S21_1288,None,20210519-TC-03,PRES,Urban,TC,2021,5,19,<2 days,37.79121,-122.46618,coyote,NA
S21_1289,None,20210519-TC-04,PRES,Urban,TC,2021,5,19,fresh,37.79096,-122.46624,coyote,NA
S21_1290,None,20210519-TC-05,PRES,Urban,TC,2021,5,19,<2 days,37.79085,-122.46333,coyote,NA
S21_1291,None,20210416-JY-01,PRES,Urban,JY,2021,4,16,<2 days,37.794094,-122.455252,coyote,NA
S21_1292,None,20210414-JK-311,SFGC,Urban,JK,2021,4,14,fresh,37.710304,-122.477567,coyote,NA
S21_1293,None,20210414-JK-312,SFGC,Urban,JK,2021,4,14,fresh,37.710304,-122.477567,coyote,NA
S21_1294,None,20210418-JK-313,TWIN,Urban,JK,2021,4,18,fresh,37.752554,-122.447492,NA,NA
S21_1295,None,20210420-JK-314,TGPH,Urban,JK,2021,4,20,fresh,37.802864,-122.406001,coyote,NA
S21_1296,None,20210421-JK-315,SFGC,Urban,JK,2021,4,21,fresh,37.710304,-122.477567,coyote,NA
S21_1297,None,20210422-JK-316,TGPH,Urban,JK,2021,4,22,fresh,37.802864,-122.406001,coyote,NA
S21_1298,None,20210423-JK-317,SUNS,Urban,JK,2021,4,23,fresh,37.750072,-122.483664,coyote,NA
S21_1299,None,20210425-JK-318,TGPH,Urban,JK,2021,4,25,fresh,37.802864,-122.406001,coyote,NA
S21_1300,None,20210425-JK-319,GLEN,Urban,JK,2021,4,25,fresh,37.744329,-122.446116,coyote,NA
S21_1301,None,20210425-JK-320,BERN,Urban,JK,2021,4,25,fresh,37.743102,-122.413843,coyote,NA
S21_1302,None,20210426-JK-321,SUNS,Urban,JK,2021,4,26,fresh,37.750072,-122.483664,coyote,NA
S21_1303,None,20210426-JK-322,SUNS,Urban,JK,2021,4,26,fresh,37.750072,-122.483664,coyote,NA
S21_1304,None,20210427-JK-323,LEND,Urban,JK,2021,4,27,fresh,37.78454,-122.50495,NA,NA
S21_1305,None,20210427-JK-324,TGPH,Urban,JK,2021,4,27,fresh,37.802864,-122.406001,coyote,NA
S21_1306,None,20210428-JK-325,CHP,Urban,JK,2021,4,28,<2 days,37.765123,-122.438632,coyote,NA
S21_1307,None,20210428-JK-326,CHP,Urban,JK,2021,4,28,not fresh,37.765123,-122.438632,coyote,NA
S21_1308,None,20210430-JK-327,STFA,Urban,JK,2021,4,30,fresh,37.73783347,-122.4709839,NA,NA
S21_1309,None,20210430-JK-328,LEND,Urban,JK,2021,4,30,fresh,37.78454,-122.50495,coyote,NA
S21_1310,None,20210501-JK-329,TGPH,Urban,JK,2021,5,1,fresh,37.802864,-122.406001,coyote,NA
S21_1311,None,20210503-JK-330,SFGC,Urban,JK,2021,5,3,fresh,37.710304,-122.477567,NA,NA
S21_1312,None,20210503-JK-331,TGPH,Urban,JK,2021,5,3,fresh,37.802864,-122.406001,coyote,NA
S21_1313,None,20210504-JK-332,TWIN,Urban,JK,2021,5,4,fresh,37.752554,-122.447492,NA,NA
S21_1314,None,20210504-JK-333,TGPH,Urban,JK,2021,5,4,fresh,37.802864,-122.406001,coyote,NA
S21_1315,None,20210506-JK-334,SFGC,Urban,JK,2021,5,6,<2 days,37.710304,-122.477567,coyote,NA
S21_1316,None,20210507-JK-335,SUNS,Urban,JK,2021,5,7,fresh,37.750072,-122.483664,coyote,NA
S21_1317,None,20210507-JK-336,TWIN,Urban,JK,2021,5,7,<2 days,37.752554,-122.447492,coyote,NA
S21_1318,None,20210509-JK-337,SFGC,Urban,JK,2021,5,9,fresh,37.710304,-122.477567,coyote,NA
S21_1319,None,20210510-JK-338,TGPH,Urban,JK,2021,5,10,fresh,37.802864,-122.406001,coyote,NA
S21_1320,None,20210511-JK-339,SFGC,Urban,JK,2021,5,11,fresh,37.710304,-122.477567,coyote,NA
S21_1321,None,20210514-JK-340,SUNS,Urban,JK,2021,5,14,fresh,37.750072,-122.483664,coyote,NA
S21_1322,None,20210514-JK-341,SUNS,Urban,JK,2021,5,14,fresh,37.750072,-122.483664,NA,NA
S21_1323,None,20210515-JK-342,STFA,Urban,JK,2021,5,15,fresh,37.73783347,-122.4709839,coyote,NA
S21_1324,None,20210515-JK-343,STFA,Urban,JK,2021,5,15,<2 days,37.73783347,-122.4709839,coyote,NA
S21_2036,None,20210614-TC-01,SFGC,Urban,TC,2021,6,14,not fresh,37.71277,-122.48298,coyote,NA
S21_2037,None,20210614-TC-02,SFGC,Urban,TC,2021,6,14,<2 days,37.71245,-122.4814,coyote,NA
S21_2038,None,20210614-TC-03,SFGC,Urban,TC,2021,6,14,fresh,37.71264,-122.48089,dog,NA
S21_2039,None,20210614-TC-04,SFGC,Urban,TC,2021,6,14,fresh,37.70758,-122.47719,coyote,NA
S21_2040,None,20210614-TC-05,SFGC,Urban,TC,2021,6,14,fresh,37.70727,-122.47717,NA,NA
S21_2041,None,20210614-TC-06,LAGU,Urban,TC,2021,6,14,fresh,37.74997,-122.45501,NA,NA
S21_2042,None,20210614-TC-07,PRES,Urban,TC,2021,6,14,<2 days,37.79203,-122.46091,coyote,NA
S21_2043,None,20210615-TC-01,STMA,Urban,TC,2021,6,15,fresh,37.73474,-122.42124,coyote,NA
S21_2044,None,20210615-TC-02,STMA,Urban,TC,2021,6,15,fresh,37.73468,-122.42127,coyote,NA
S21_2045,None,20210615-TC-03,GGPE,Urban,TC,2021,6,15,not fresh,37.77039,-122.47241,NA,NA
S21_2046,None,20210615-DG-01,GGPE,Urban,DG,2021,6,15,not fresh,37.766702,-122.471125,coyote,NA
S21_2047,None,20210615-TC-04,LEND,Urban,TC,2021,6,15,not fresh,37.78001,-122.50987,coyote,NA
S21_2048,None,20210615-TC-05,LEND,Urban,TC,2021,6,15,fresh,37.7833,-122.50851,coyote,NA
S21_2049,None,20210615-TC-06,LEND,Urban,TC,2021,6,15,fresh,37.78257,-122.50904,coyote,NA
S21_2050,None,20210615-TC-07,LEND,Urban,TC,2021,6,15,fresh,37.78207,-122.50905,coyote,NA
S21_2051,None,20210615-TC-08,CHP,Urban,TC,2021,6,15,<2 days,37.76465,-122.43933,coyote,NA
S21_2052,None,20210616-TC-01,LAKE,Urban,TC,2021,6,16,unknown,37.71858,-122.48929,NA,NA
S21_2053,None,20210616-TC-02,SUNS,Urban,TC,2021,6,16,fresh,37.74833,-122.48516,dog,NA
S21_2054,None,20210616-TC-03,TGPH,Urban,TC,2021,6,16,fresh,37.80307,-122.40678,coyote,NA
S21_2055,None,20210616-TC-04,PRES,Urban,TC,2021,6,16,not fresh,37.79074,-122.4663,coyote,NA
S21_2056,None,20210616-TC-05,PRES,Urban,TC,2021,6,16,fresh,37.79053,-122.46657,NA,NA
S21_2057,None,20210616-TC-06,PRES,Urban,TC,2021,6,16,not fresh,37.79078,-122.46441,coyote,NA
S21_2058,None,20210429-KS-01,,Nonurban,KS,2021,6,16,,37.876302,-122.547637,NA,NA
S21_2059,None,20210602-KS-01,,Nonurban,KS,2021,6,16,,37.866568,-122.56209,NA,NA
S21_2060,None,20210516-JK-344,TGPH,Urban,JK,2021,5,16,fresh,37.802864,-122.406001,coyote,NA
S21_2061,None,20210517-JK-345,GGPE,Urban,JK,2021,5,17,fresh,37.768042,-122.476381,coyote,NA
S21_2062,None,20210519-JK-346,TGPH,Urban,JK,2021,5,19,fresh,37.802864,-122.406001,coyote,NA
S21_2063,None,20210517-JK-347,LEND,Urban,JK,2021,5,17,fresh,37.78454,-122.50495,coyote,NA
S21_2064,None,20210520-JK-348,STMA,Urban,JK,2021,5,20,fresh,37.732506,-122.419762,coyote,NA
S21_2065,None,20210521-JK-349,CHP,Urban,JK,2021,5,21,fresh,37.765123,-122.438632,coyote,NA
S21_2066,None,20210521-JK-350,SUNS,Urban,JK,2021,5,21,fresh,37.750072,-122.483664,coyote,NA
S21_2067,None,20210521-JK-351,STFA,Urban,JK,2021,5,21,fresh,37.734792,-122.469735,coyote,NA
S21_2068,None,20210522-JK-352,BERN,Urban,JK,2021,5,22,fresh,37.743102,-122.413843,coyote,NA
S21_2069,None,20210524-JK-353,TGPH,Urban,JK,2021,5,24,fresh,37.802864,-122.406001,coyote,NA
S21_2070,None,20210525-JK-354,SFGC,Urban,JK,2021,5,25,fresh,37.710304,-122.477567,coyote,NA
S21_2071,None,20210525-JK-355,SFGC,Urban,JK,2021,5,25,<2 days,37.710304,-122.477567,NA,NA
S21_2072,None,20210525-JK-356,TGPH,Urban,JK,2021,5,25,fresh,37.802864,-122.406001,coyote,NA
S21_2073,None,20210527-JK-357,STFA,Urban,JK,2021,5,27,fresh,37.73783347,-122.4709839,NA,NA
S21_2074,None,20210530-JK-358,FTFU,Urban,JK,2021,5,30,<2 days,37.718948,-122.502805,coyote,NA
S21_2075,None,20210531-JK-359,TGPH,Urban,JK,2021,5,31,fresh,37.802864,-122.406001,coyote,NA
S21_2076,None,20210601-JK-360,GGPE,Urban,JK,2021,6,1,fresh,37.768042,-122.476381,coyote,NA
S21_2077,None,20210602-JK-361,STFA,Urban,JK,2021,6,2,fresh,37.73783347,-122.4709839,coyote,NA
S21_2078,None,20210603-JK-362,SUNS,Urban,JK,2021,6,3,fresh,37.750072,-122.483664,NA,NA
S21_2079,None,20210609-JK-363,STMA,Urban,JK,2021,6,9,fresh,37.734636,-122.421051,coyote,NA
S21_2080,None,20210609-JK-364,STMA,Urban,JK,2021,6,9,fresh,37.734636,-122.421051,coyote,NA
S21_2081,None,20210609-JK-365,TWIN,Urban,JK,2021,6,9,fresh,37.752554,-122.447492,NA,NA
S21_2082,None,20210612-JK-366,STMA,Urban,JK,2021,6,12,fresh,37.734636,-122.421051,coyote,NA
S21_2083,None,20210613-JK-367,TWIN,Urban,JK,2021,6,13,fresh,37.752554,-122.447492,coyote,NA
S21_2084,None,20210613-JK-368,SFGC,Urban,JK,2021,6,13,<2 days,37.710304,-122.477567,coyote,NA
S21_2085,None,20210613-JK-369,SFGC,Urban,JK,2021,6,13,fresh,37.710304,-122.477567,NA,NA
S21_2086,None,20210613-JK-370,TGPH,Urban,JK,2021,6,13,<2 days,37.802864,-122.406001,coyote,NA
S21_2087,None,20210614-JK-371,STMA,Urban,JK,2021,6,14,fresh,37.734636,-122.421051,NA,NA
S21_2345,None,20210712-TC-01,SFGC,Urban,TC,2021,7,12,<2 days,37.71135,-122.48292,coyote,NA
S21_2346,None,20210712-TC-02,SFGC,Urban,TC,2021,7,12,not fresh,37.71121,-122.48324,coyote,NA
S21_2347,None,20210712-TC-03,SFGC,Urban,TC,2021,7,12,fresh,37.71159,-122.48298,coyote,NA
S21_2348,None,20210712-TC-04,SFGC,Urban,TC,2021,7,12,fresh,37.71162,-122.48308,coyote,NA
S21_2349,None,20210712-TC-05,SFGC,Urban,TC,2021,7,12,fresh,37.71169,-122.48301,NA,NA
S21_2350,None,20210712-TC-06,SFGC,Urban,TC,2021,7,12,fresh,37.71167,-122.48303,NA,NA
S21_2351,None,20210712-TC-07,SFGC,Urban,TC,2021,7,12,fresh,37.71163,-122.48301,NA,NA
S21_2352,None,20210712-TC-08,SFGC,Urban,TC,2021,7,12,fresh,37.71164,-122.48313,NA,NA
S21_2353,None,20210712-TC-09,SFGC,Urban,TC,2021,7,12,fresh,37.71198,-122.48293,NA,NA
S21_2354,None,20210712-TC-10,SFGC,Urban,TC,2021,7,12,fresh,37.71255,-122.48093,NA,NA
S21_2355,None,20210712-TC-11,SFGC,Urban,TC,2021,7,12,fresh,37.71244,-122.48019,NA,NA
S21_2356,None,20210712-TC-12,OLYM,Urban,TC,2021,7,12,unknown,37.70444,-122.48855,NA,NA
S21_2357,None,20210712-TC-13,LAGU,Urban,TC,2021,7,12,<2 days,37.74932,-122.4549,NA,NA
S21_2358,None,20210712-TC-14,LAGU,Urban,TC,2021,7,12,fresh,37.74994,-122.45531,coyote,NA
S21_2359,None,20210712-TC-15,MCLA,Urban,TC,2021,7,12,fresh,37.71782,-122.41714,NA,NA
S21_2360,None,20210713-TC-01,STMA,Urban,TC,2021,7,13,fresh,37.73473,-122.42138,coyote,NA
S21_2361,None,20210713-TC-02,STMA,Urban,TC,2021,7,13,<2 days,37.73463,-122.42131,NA,NA
S21_2362,None,20210713-TC-03,STMA,Urban,TC,2021,7,13,fresh,37.73469,-122.42118,NA,NA
S21_2363,None,20210713-TC-04,STMA,Urban,TC,2021,7,13,fresh,37.73463,-122.4207,NA,NA
S21_2364,None,20210713-TC-05,STMA,Urban,TC,2021,7,13,fresh,37.73464,-122.42127,coyote,NA
