SampleID,Replicate,FieldID,Site,Area,Initials,Year,Month,Day,Condition,Lat,Long,Geno.Sp,Cytb_Sp
S20_3842,None,20200910-TC-03,COAST,Nonurban,TC,2020,9,10,fresh,37.82963,-122.52999,coyote,NA
S20_3843,None,20200910-TC-04,COAST,Nonurban,TC,2020,9,10,fresh,37.83133,-122.52543,NA,NA
S20_3844,None,20200910-TC-05,COAST,Nonurban,TC,2020,9,10,fresh,37.83122,-122.52554,coyote,NA
S20_3845,None,20200910-TC-06,TENN,Nonurban,TC,2020,9,10,<2 days,37.85909,-122.53746,coyote,NA
S20_3846,None,20200910-TC-07,TENN,Nonurban,TC,2020,9,10,<2 days,37.85752,-122.53933,NA,NA
S20_3847,None,20200910-TC-08,TENN,Nonurban,TC,2020,9,10,fresh,37.85991,-122.54352,NA,NA
S20_3848,None,20200910-TC-09,TENN,Nonurban,TC,2020,9,10,fresh,37.85519,-122.53954,NA,NA
S20_3849,None,20200910-TC-10,TENN,Nonurban,TC,2020,9,10,fresh,37.85358,-122.53932,NA,NA
S20_3850,None,20200910-TC-11,ALTA,Nonurban,TC,2020,9,10,fresh,37.85342,-122.50049,NA,NA
S20_3851,None,20200910-TC-12,ALTA,Nonurban,TC,2020,9,10,<2 days,37.85399,-122.50168,NA,NA
S20_3852,None,20200911-TC-01,RODEO,Nonurban,TC,2020,9,11,fresh,37.83425,-122.51693,coyote,NA
S20_3853,None,20200911-TC-02,RODEO,Nonurban,TC,2020,9,11,fresh,37.83564,-122.51884,NA,NA
S20_3854,None,20200911-TC-03,RODEO,Nonurban,TC,2020,9,11,fresh,37.83619,-122.51857,NA,NA
S20_3855,None,20200914-TC-01,LAKE,Urban,TC,2020,9,14,not fresh,37.71816,-122.4885,coyote,coyote
S20_3856,None,20200914-TC-02,LAKE,Urban,TC,2020,9,14,not fresh,37.71719,-122.48698,coyote,coyote
S20_3857,None,20200914-TC-03,COAST,Nonurban,TC,2020,9,14,<2 days,37.82906,-122.53157,NA,NA
S20_3858,None,20200914-TC-04,COAST,Nonurban,TC,2020,9,14,<2 days,37.83139,-122.52471,coyote,NA
S20_3859,None,20200914-TC-05,TENN,Nonurban,TC,2020,9,14,fresh,37.85299,-122.53891,coyote,NA
S20_3860,None,20200914-TC-06,TENN,Nonurban,TC,2020,9,14,fresh,37.85268,-122.53885,coyote,NA
S20_3861,None,20200914-TC-07,TENN,Nonurban,TC,2020,9,14,<2 days,37.84838,-122.54514,NA,NA
S21_0002,None,20201110-TC-01,LEND,Urban,TC,2020,11,10,not fresh,37.78377,-122.50804,NA,coyote
S21_0003,None,20201110-TC-02,GGPW,Urban,TC,2020,11,10,<2 days,37.76725,-122.49962,coyote,coyote
S21_0004,None,20201110-TC-03,GGPW,Urban,TC,2020,11,10,fresh,37.76943,-122.50162,NA,raccoon
S21_0005,None,20201110-TC-04,TGPH,Urban,TC,2020,11,10,not fresh,37.80317,-122.40604,NA,fail
S21_0006,None,20201110-TC-05,TGPH,Urban,TC,2020,11,10,fresh,37.80196,-122.40525,coyote,coyote
S21_0007,None,20200921-DH-01,PRES,Urban,DH,2020,9,21,fresh,37.789562,-122.474922,coyote,coyote
S21_0008,Yes original,20201006-DH-01,PRES,Urban,DH,2020,10,6,fresh,37.792245,-122.455947,coyote,coyote
S21_0009,None,20201111-TC-01,STMA,Urban,TC,2020,11,11,fresh,37.73469,-122.42151,coyote,coyote
S21_0010,None,20201111-TC-02,STMA,Urban,TC,2020,11,11,fresh,37.73458,-122.42119,coyote,coyote
S21_0011,None,20201111-TC-03,STMA,Urban,TC,2020,11,11,fresh,37.73473,-122.42103,coyote,coyote
S21_0012,None,20201111-TC-04,STMA,Urban,TC,2020,11,11,fresh,37.73477,-122.42105,coyote,coyote
S21_0013,None,20201111-TC-05,STMA,Urban,TC,2020,11,11,fresh,37.7346,-122.42067,coyote,coyote
S21_0014,None,20201111-TC-06,BERN,Urban,TC,2020,11,11,<2 days,37.74304,-122.41044,dog,NA
S21_0015,None,20201111-TC-07,BERN,Urban,TC,2020,11,11,not fresh,37.74254,-122.41154,NA,coyote
S21_0016,None,20201111-TC-08,BERN,Urban,TC,2020,11,11,not fresh,37.74249,-122.41236,coyote,coyote
S21_0017,None,20201111-TC-09,BERN,Urban,TC,2020,11,11,<2 days,37.74258,-122.41257,NA,coyote
S21_0018,None,20201111-TC-10,BERN,Urban,TC,2020,11,11,fresh,37.74263,-122.41318,coyote,NA
S21_0019,Yes original,20201111-TC-11,BERN,Urban,TC,2020,11,11,fresh,37.74395,-122.41571,NA,NA
S21_0020,None,20201111-TC-12,BERN,Urban,TC,2020,11,11,<2 days,37.74382,-122.4146,NA,NA
S21_0021,Yes original,20201111-TC-13,BERN,Urban,TC,2020,11,11,fresh,37.74367,-122.4142,NA,NA
S21_0022,None,20201111-TC-14,GLEN,Urban,TC,2020,11,11,fresh,37.74252,-122.44234,coyote,NA
S21_0023,None,20201111-TC-15,LAGU,Urban,TC,2020,11,11,<2 days,37.74911,-122.45521,coyote,NA
S21_0024,Yes original,20201111-TC-16,LAGU,Urban,TC,2020,11,11,<2 days,37.74959,-122.45505,NA,NA
S21_0025,None,20201111-TC-17,MCLA,Urban,TC,2020,11,11,<2 days,37.71739,-122.41344,coyote,NA
S21_0026,None,20201222-TC-01,TGPH,Urban,TC,2020,12,22,<2 days,37.80298,-122.40637,coyote,NA
S21_0027,None,20201222-TC-02,TGPH,Urban,TC,2020,12,22,fresh,37.8028,-122.40641,coyote,NA
S21_0028,None,20201222-TC-03,TGPH,Urban,TC,2020,12,22,fresh,37.80228,-122.40534,coyote,NA
S21_0029,None,20201222-TC-04,CNPT,Urban,TC,2020,12,22,not fresh,37.71377,-122.37986,NA,NA
S21_0030,None,20201222-TC-05,CNPT,Urban,TC,2020,12,22,not fresh,37.71388,-122.37979,NA,NA
S21_0031,None,20201222-TC-06,BERN,Urban,TC,2020,12,22,fresh,37.7431,-122.4109,coyote,NA
S21_0032,None,20201222-TC-07,BERN,Urban,TC,2020,12,22,fresh,37.74311,-122.41095,coyote,NA
S21_0033,None,20201222-TC-08,BERN,Urban,TC,2020,12,22,fresh,37.74259,-122.41158,NA,NA
S21_0034,None,20201222-TC-09,BERN,Urban,TC,2020,12,22,fresh,37.74407,-122.41546,coyote,NA
S21_0035,None,20201223-TC-01,GLEN,Urban,TC,2020,12,23,not fresh,37.74262,-122.44245,coyote,NA
S21_0036,None,20201223-TC-02,GLEN,Urban,TC,2020,12,23,fresh,37.74264,-122.44239,coyote,NA
S21_0037,None,20201223-TC-03,GLEN,Urban,TC,2020,12,23,not fresh,37.74244,-122.44234,NA,NA
S21_0038,None,20201223-TC-04,GLEN,Urban,TC,2020,12,23,fresh,37.74274,-122.44229,coyote,NA
S21_0039,None,20201223-TC-05,MCLA,Urban,TC,2020,12,23,fresh,37.72117,-122.41995,coyote,NA
S21_0040,None,20201224-TC-01,GGPW,Urban,TC,2020,12,24,fresh,37.76712,-122.49956,coyote,NA
S21_0041,None,20201224-TC-02,GGPW,Urban,TC,2020,12,24,fresh,37.76709,-122.49954,coyote,NA
S21_0042,None,20201224-TC-03,GGPW,Urban,TC,2020,12,24,<2 days,37.76701,-122.49961,NA,NA
S21_0043,None,20201224-TC-04,GGPW,Urban,TC,2020,12,24,<2 days,37.76715,-122.49955,NA,NA
S21_0044,None,20201224-TC-05,GGPW,Urban,TC,2020,12,24,<2 days,37.76713,-122.49959,NA,NA
S21_0045,None,20201224-TC-06,GGPW,Urban,TC,2020,12,24,<2 days,37.76713,-122.49959,NA,NA
S21_0046,None,20201224-TC-07,GGPW,Urban,TC,2020,12,24,fresh,37.76707,-122.49955,NA,NA
S21_0047,None,20201224-TC-08,GGPW,Urban,TC,2020,12,24,fresh,37.76638,-122.48797,coyote,NA
S21_0048,None,20201224-TC-09,GGPW,Urban,TC,2020,12,24,<2 days,37.76644,-122.48781,NA,NA
S21_0049,None,20201224-TC-10,GGPE,Urban,TC,2020,12,24,fresh,37.77031,-122.47221,coyote,NA
S21_0050,None,20201224-TC-11,GGPE,Urban,TC,2020,12,24,<2 days,37.7724,-122.4682,coyote,NA
S21_0051,None,20201224-TC-12,BVP,Urban,TC,2020,12,24,fresh,37.76791,-122.44248,NA,NA
S21_0052,None,20201229-TC-01,LEND,Urban,TC,2020,12,29,fresh,37.78604,-122.49908,coyote,NA
S21_0053,None,20201229-TC-02,LEND,Urban,TC,2020,12,29,fresh,37.78422,-122.50589,coyote,NA
S21_0054,Yes original,20201229-TC-03,LEND,Urban,TC,2020,12,29,fresh,37.78131,-122.50932,NA,NA
S21_0055,None,20201229-TC-04,GGPW,Urban,TC,2020,12,29,fresh,37.76717,-122.4995,NA,NA
S21_0056,Yes original,20201229-TC-05,GGPW,Urban,TC,2020,12,29,unknown,37.76727,-122.49951,NA,NA
S21_0057,None,20201229-TC-06,GGPW,Urban,TC,2020,12,29,<2 days,37.76735,-122.49926,coyote,NA
S21_0058,None,20201229-TC-07,GGPE,Urban,TC,2020,12,29,fresh,37.77029,-122.47445,NA,NA
S21_0059,None,20201229-TC-08,GLEN,Urban,TC,2020,12,29,<2 days,37.74242,-122.44242,coyote,NA
S21_0060,Yes original,20201230-TC-01,PRES,Urban,TC,2020,12,30,unknown,37.79178,-122.44932,NA,NA
S21_0061,None,20201230-TC-02,PRES,Urban,TC,2020,12,30,fresh,37.79804,-122.46101,NA,NA
S21_0062,Yes original,20201230-TC-03,BERN,Urban,TC,2020,12,30,fresh,37.74345,-122.41375,coyote,NA
S21_0063,None,20200321-JK-96,PRES,Urban,JK,2020,3,21,fresh,37.797825,-122.461727,NA,NA
S21_0064,None,20200325-JK-97,BVP,Urban,JK,2020,3,25,fresh,37.769026,-122.439509,coyote,NA
S21_0065,None,20200329-JK-98,BVP,Urban,JK,2020,3,29,fresh,37.769026,-122.439509,NA,NA
S21_0066,None,20200402-JK-99,BERN,Urban,JK,2020,4,2,fresh,37.74251,-122.41194,coyote,NA
S21_0067,None,20200404-JK-100,OLYM,Urban,JK,2020,4,4,fresh,37.705819,-122.493087,NA,NA
S21_0068,None,20200404-JK-101,OLYM,Urban,JK,2020,4,4,fresh,37.705819,-122.493087,NA,NA
S21_0069,Yes original,20200404-JK-102,LAKE,Urban,JK,2020,4,4,unknown,37.72840428,-122.4935824,coyote,NA
S21_0070,None,20200405-JK-103,BVP,Urban,JK,2020,4,5,fresh,37.768022,-122.441544,NA,NA
S21_0071,None,20200405-JK-104,BVP,Urban,JK,2020,4,5,fresh,37.768022,-122.441544,coyote,NA
S21_0072,None,20200405-JK-105,BVP,Urban,JK,2020,4,5,fresh,37.768022,-122.441544,coyote,NA
S21_0073,None,20200407-JK-106,GLEN,Urban,JK,2020,4,7,fresh,37.742249,-122.442412,NA,NA
S21_0074,None,20200407-JK-107,GLEN,Urban,JK,2020,4,8,fresh,37.742249,-122.442412,coyote,NA
S21_0075,None,20200408-JK-108,GLEN,Urban,JK,2020,4,8,fresh,37.744329,-122.446116,coyote,NA
S21_0076,None,20200408-JK-109,GLEN,Urban,JK,2020,4,8,fresh,37.744329,-122.446116,coyote,NA
S21_0077,None,20200408-JK-110,GLEN,Urban,JK,2020,4,8,fresh,37.744329,-122.446116,coyote,NA
S21_0078,None,20200408-JK-111,LAKE,Urban,JK,2020,4,9,fresh,37.729695,-122.48071,coyote,NA
S21_0079,None,20200409-JK-112,GLEN,Urban,JK,2020,4,12,fresh,37.742249,-122.442412,coyote,NA
S21_0080,None,20200412-JK-113,BVP,Urban,JK,2020,4,11,fresh,37.768823,-122.44118,coyote,NA
S21_0081,None,20200411-JK-114,LAKE,Urban,JK,2020,4,11,not fresh,37.729695,-122.48071,coyote,NA
S21_0082,None,20200412-JK-115,GLEN,Urban,JK,2020,4,12,fresh,37.742249,-122.442412,coyote,NA
S21_0083,None,20200412-JK-116,PRES,Urban,JK,2020,4,12,not fresh,37.797825,-122.461727,coyote,NA
S21_0084,None,20200412-JK-117,GLEN,Urban,JK,2020,4,12,fresh,37.74348,-122.442157,coyote,NA
S21_0085,Yes original,20200413-JK-118,LAKE,Urban,JK,2020,4,13,fresh,37.729695,-122.48071,coyote,NA
S21_0086,None,20200415-JK-119,BERN,Urban,JK,2020,4,15,fresh,37.743102,-122.413843,coyote,NA
S21_0087,None,20200414-JK-120,PRES,Urban,JK,2020,4,14,fresh,37.795074,-122.4612,coyote,NA
S21_0088,Yes original,20200415-JK-121,LAKE,Urban,JK,2020,4,15,fresh,37.729695,-122.48071,NA,NA
S21_0089,None,20200416-JK-122,LAKE,Urban,JK,2020,4,16,fresh,37.729695,-122.48071,NA,NA
S21_0090,None,20200417-JK-123,MCLA,Urban,JK,2020,4,17,fresh,37.71875,-122.421742,coyote,NA
S21_0091,None,20200417-JK-124,MCLA,Urban,JK,2020,4,17,fresh,37.71875,-122.421742,coyote,NA
S21_0092,None,20200417-JK-125,PRES,Urban,JK,2020,4,17,not fresh,37.795074,-122.4612,coyote,NA
S21_0093,None,20200417-JK-126,TGPH,Urban,JK,2020,4,17,fresh,NA,NA,NA,NA
S21_0094,None,20200420-JK-127,PRES,Urban,JK,2020,4,20,not fresh,37.792886,-122.460002,coyote,NA
S21_0095,None,20200422-JK-128,LAKE,Urban,JK,2020,4,22,fresh,37.729695,-122.48071,coyote,NA
S21_0096,None,20200424-JK-129,GLEN,Urban,JK,2020,4,24,fresh,37.741789,-122.442803,coyote,NA
S21_0097,None,20200426-JK-130,TGPH,Urban,JK,2020,4,26,fresh,37.802952,-122.404551,coyote,NA
S21_0098,None,20200426-JK-131,TGPH,Urban,JK,2020,4,26,fresh,37.802952,-122.404551,coyote,NA
S21_0099,None,20200426-JK-132,TGPH,Urban,JK,2020,4,26,fresh,37.802952,-122.404551,coyote,NA
S21_0100,None,20200428-JK-133,BVP,Urban,JK,2020,4,28,fresh,37.766178,-122.44232,NA,NA
S21_0101,Yes original,20200428-JK-134,GLEN,Urban,JK,2020,4,28,fresh,37.744329,-122.446116,NA,NA
S21_0102,None,20200428-JK-135,GLEN,Urban,JK,2020,4,28,fresh,37.744329,-122.446116,coyote,NA
S21_0103,None,20200428-JK-136,GLEN,Urban,JK,2020,4,28,fresh,37.744329,-122.446116,NA,NA
S21_0104,Yes original,20200430-JK-137,CHP,Urban,JK,2020,4,30,fresh,37.765123,-122.438632,coyote,NA
S21_0105,Yes original,20200429-JK-138,CHP,Urban,JK,2020,4,29,fresh,37.765123,-122.438632,coyote,NA
S21_0106,None,20200501-JK-139,SFGC,Urban,JK,2020,5,1,fresh,37.710304,-122.477567,NA,NA
S21_0107,None,20200502-JK-140,CHP,Urban,JK,2020,5,2,fresh,37.765123,-122.438632,coyote,NA
S21_0108,Yes original,20200502-JK-141,SFGC,Urban,JK,2020,5,2,fresh,37.710304,-122.477567,NA,NA
S21_0109,Yes original,20200505-JK-142,SFGC,Urban,JK,2020,5,5,fresh,37.710304,-122.477567,coyote,NA
S21_0110,None,20200506-JK-143,LAKE,Urban,JK,2020,5,6,fresh,37.729695,-122.48071,coyote,NA
S21_0111,None,20200508-JK-144,CHP,Urban,JK,2020,5,8,fresh,37.765123,-122.438632,coyote,NA
S21_0112,None,20200509-JK-145,SFGC,Urban,JK,2020,5,9,fresh,37.710304,-122.477567,coyote,NA
S21_0113,Yes original,20200512-JK-146,GGHP,Urban,JK,2020,5,12,fresh,37.750006,-122.469392,coyote,NA
S21_0114,None,20200513-JK-147,GGHP,Urban,JK,2020,5,13,fresh,37.750006,-122.469392,coyote,NA
S21_0115,None,20200518-JK-148,BERN,Urban,JK,2020,5,18,fresh,37.743102,-122.413843,coyote,coyote
S21_0116,None,20200519-JK-149,LAKE,Urban,JK,2020,5,19,fresh,37.729695,-122.48071,coyote,NA
S21_0117,None,20200520-JK-150,GLEN,Urban,JK,2020,5,20,fresh,37.744329,-122.446116,NA,coyote
S21_0118,None,20200524-JK-151,SFGC,Urban,JK,2020,5,24,fresh,37.710304,-122.477567,coyote,NA
S21_0119,None,20200527-JK-152,LAKE,Urban,JK,2020,5,27,fresh,37.729695,-122.48071,coyote,coyote
S21_0120,None,20200528-JK-153,LAKE,Urban,JK,2020,5,28,fresh,37.729695,-122.48071,coyote,NA
S21_0121,None,20200530-JK-154,CHP,Urban,JK,2020,5,30,fresh,37.765123,-122.438632,coyote,coyote
S21_0122,None,20200531-JK-155,CHP,Urban,JK,2020,5,31,fresh,37.765123,-122.438632,coyote,NA
S21_0123,None,20200531-JK-156,SFGC,Urban,JK,2020,5,31,fresh,37.710304,-122.477567,coyote,coyote
S21_0124,None,20200604-JK-157,CHP,Urban,JK,2020,6,4,fresh,37.765123,-122.438632,coyote,NA
S21_0125,None,20200604-JK-158,LAKE,Urban,JK,2020,6,4,fresh,37.729695,-122.48071,NA,coyote
S21_0126,None,20200605-JK-159,SFGC,Urban,JK,2020,6,5,fresh,37.710304,-122.477567,coyote,NA
S21_0127,None,20200620-JK-160,SFGC,Urban,JK,2020,6,20,fresh,37.710304,-122.477567,coyote,coyote
S21_0128,None,20200624-JK-161,LEND,Urban,JK,2020,6,24,fresh,37.78391,-122.503648,coyote,NA
S21_0129,None,20200701-JK-162,LEND,Urban,JK,2020,7,1,fresh,37.783533,-122.498143,NA,coyote
S21_0130,None,20200703-JK-163,LEND,Urban,JK,2020,7,3,fresh,37.783533,-122.498143,coyote,NA
S21_0131,None,20200705-JK-164,LEND,Urban,JK,2020,7,5,fresh,37.783533,-122.498143,NA,coyote
S21_0132,None,20200710-JK-165,LAKE,Urban,JK,2020,7,10,fresh,37.729695,-122.48071,coyote,NA
S21_0133,None,20200714-JK-166,LEND,Urban,JK,2020,7,14,fresh,37.784195,-122.501323,NA,coyote
S21_0134,None,20200714-JK-167,LEND,Urban,JK,2020,7,14,fresh,37.784195,-122.501323,coyote,NA
S21_0135,None,20200714-JK-168,CHP,Urban,JK,2020,7,14,fresh,37.766178,-122.44232,coyote,coyote
S21_0136,None,20200710-JK-169,LAKE,Urban,JK,2020,7,10,fresh,37.729695,-122.48071,NA,NA
S21_0137,None,20200716-JK-170,LEND,Urban,JK,2020,7,16,fresh,37.784195,-122.501323,coyote,coyote
S21_0138,None,20200721-JK-171,LEND,Urban,JK,2020,7,21,fresh,37.781648,-122.501209,NA,NA
S21_0139,None,20200723-JK-172,GLEN,Urban,JK,2020,7,23,fresh,37.742444,-122.443777,coyote,coyote
S21_0140,None,20200724-JK-173,GLEN,Urban,JK,2020,7,24,fresh,37.74348,-122.442157,coyote,NA
S21_0141,None,20200724-JK-174,GLEN,Urban,JK,2020,7,24,fresh,37.74348,-122.442157,NA,coyote
S21_0142,None,20200727-JK-175,TWIN,Urban,JK,2020,7,27,fresh,37.755587,-122.445593,NA,NA
S21_0143,None,20200727-JK-176,SFGC,Urban,JK,2020,7,27,fresh,37.710304,-122.477567,coyote,coyote
S21_0144,None,20200731-JK-177,GLEN,Urban,JK,2020,7,31,fresh,37.745372,-122.447154,coyote,NA
S21_0145,None,20200803-JK-178,GLEN,Urban,JK,2020,8,3,fresh,37.74348,-122.442157,coyote,coyote
S21_0146,None,20200803-JK-179,GLEN,Urban,JK,2020,8,3,fresh,37.742444,-122.443777,coyote,NA
S21_0147,None,20200804-JK-180,GLEN,Urban,JK,2020,8,4,fresh,37.742444,-122.443777,NA,coyote
S21_0148,None,20200807-JK-181,GLEN,Urban,JK,2020,8,7,fresh,37.742444,-122.443777,NA,NA
S21_0149,None,20200808-JK-182,GLEN,Urban,JK,2020,8,8,fresh,37.743468,-122.441579,coyote,coyote
S21_0150,None,20200811-JK-183,BERN,Urban,JK,2020,8,11,fresh,37.743102,-122.413843,coyote,NA
S21_0151,None,20200812-JK-184,BERN,Urban,JK,2020,8,12,fresh,37.737276,-122.420003,NA,coyote
S21_0152,None,20200818-JK-185,GLEN,Urban,JK,2020,8,18,fresh,37.74348,-122.442157,coyote,NA
S21_0153,None,20200908-JK-186,TGPH,Urban,JK,2020,9,8,fresh,37.802864,-122.406001,coyote,coyote
S21_0154,None,20200909-JK-187,TGPH,Urban,JK,2020,9,9,fresh,37.802864,-122.406001,coyote,NA
S21_0155,None,20200911-JK-188,TGPH,Urban,JK,2020,9,11,fresh,37.802864,-122.406001,coyote,coyote
S21_0156,None,20200911-JK-189,SFGC,Urban,JK,2020,9,11,fresh,37.710304,-122.477567,NA,NA
S21_0157,None,20200920-JK-190,BERN,Urban,JK,2020,9,20,fresh,37.743102,-122.413843,coyote,fail
S21_0158,None,20200925-JK-191,SFGC,Urban,JK,2020,9,25,fresh,37.710304,-122.477567,NA,NA
S21_0159,None,20201003-JK-192,SFGC,Urban,JK,2020,10,3,fresh,37.710304,-122.477567,coyote,coyote
S21_0160,None,20201005-JK-193,SFGC,Urban,JK,2020,10,5,fresh,37.710304,-122.477567,coyote,NA
S21_0161,None,20201006-JK-194,SFGC,Urban,JK,2020,10,6,fresh,37.71401837,-122.4821974,NA,coyote
S21_0162,None,20201006-JK-195,STMA,Urban,JK,2020,10,6,fresh,37.734636,-122.421051,NA,NA
S21_0163,None,20201007-JK-196,STMA,Urban,JK,2020,10,7,fresh,37.734636,-122.421051,NA,coyote
S21_0164,None,20201006-JK-197,SFGC,Urban,JK,2020,10,6,fresh,37.710304,-122.477567,coyote,NA
S21_0165,None,20201007-JK-198,TGPH,Urban,JK,2020,10,7,fresh,37.802864,-122.406001,coyote,coyote
S21_0166,None,20201007-JK-199,SFGC,Urban,JK,2020,10,7,fresh,37.710304,-122.477567,coyote,NA
S21_0167,None,20201009-JK-200,STMA,Urban,JK,2020,10,9,fresh,37.734636,-122.421051,coyote,coyote
S21_0168,None,20201101-JK-201,BERN,Urban,JK,2020,11,1,fresh,37.743102,-122.413843,coyote,NA
S21_0169,None,20201113-JK-202,GLEN,Urban,JK,2020,11,13,fresh,37.74348,-122.442157,coyote,coyote
S21_0170,None,20201113-JK-203,TGPH,Urban,JK,2020,11,1,fresh,37.802864,-122.406001,coyote,NA
S21_0171,None,20201116-JK-204,BERN,Urban,JK,2020,11,16,fresh,37.743102,-122.413843,coyote,coyote
S21_0172,None,20201117-JK-205,BERN,Urban,JK,2020,11,17,fresh,37.743102,-122.413843,coyote,NA
S21_0173,None,20201129-JK-206,GLEN,Urban,JK,2020,11,29,fresh,37.741466,-122.441135,coyote,coyote
S21_0174,None,20201201-JK-207,BERN,Urban,JK,2020,12,1,fresh,37.743102,-122.413843,NA,NA
S21_0175,None,20201212-JK-208,BERN,Urban,JK,2020,12,12,fresh,37.743102,-122.413843,coyote,coyote
S21_0176,None,20201218-JK-209,BERN,Urban,JK,2020,12,18,fresh,37.743102,-122.413843,coyote,NA
S21_0177,None,20201219-JK-210,GGPE,Urban,JK,2020,12,19,fresh,37.772266,-122.464722,coyote,coyote
S21_0178,None,20201219-JK-211,GGPE,Urban,JK,2020,12,19,fresh,37.772539,-122.464035,coyote,NA
S21_0179,None,20201229-JK-212,BERN,Urban,JK,2020,12,29,fresh,37.743102,-122.413843,coyote,coyote
S21_0180,None,20201120-JK-213,BERN,Urban,JK,2020,11,20,fresh,37.743102,-122.413843,coyote,NA
S21_0181,None,20201119-JK-214,BERN,Urban,JK,2020,11,19,fresh,37.743102,-122.413843,coyote,coyote
S21_0182,None,20201122-JK-215,GLEN,Urban,JK,2020,11,22,fresh,37.742249,-122.442412,coyote,NA
S21_0183,None,20201121-JK-216,TGPH,Urban,JK,2020,11,21,fresh,37.802864,-122.406001,coyote,coyote
S21_0184,None,20201119-JK-217,TGPH,Urban,JK,2020,11,19,fresh,37.802864,-122.406001,coyote,NA
S21_1090,None,20210118-TC-01,CHP,Urban,TC,2021,1,18,<2 days,37.76485,-122.43746,coyote,coyote
S21_1091,None,20210118-TC-02,CHP,Urban,TC,2021,1,18,not fresh,37.76517,-122.43841,coyote,NA
S21_1092,None,20210118-TC-03,CHP,Urban,TC,2021,1,18,not fresh,37.76481,-122.43822,coyote,coyote
S21_1093,None,20210118-TC-04,GGPW,Urban,TC,2021,1,18,fresh,37.7673,-122.49936,NA,NA
S21_1094,None,20210118-TC-05,GGPW,Urban,TC,2021,1,18,not fresh,37.76723,-122.49951,NA,NA
S21_1095,None,20210118-TC-06,LEND,Urban,TC,2021,1,18,not fresh,37.78463,-122.50226,coyote,coyote
S21_1096,None,20210118-TC-07,STMA,Urban,TC,2021,1,18,<2 days,37.73474,-122.42122,coyote,NA
S21_1097,None,20210119-TC-01,LAKE,Urban,TC,2021,1,19,not fresh,37.718,-122.48836,NA,coyote
S21_1098,None,20210119-TC-02,LAKE,Urban,TC,2021,1,19,not fresh,37.71864,-122.48932,coyote,NA
S21_1099,None,20210119-TC-03,LAKE,Urban,TC,2021,1,19,<2 days,37.71867,-122.48935,NA,coyote
S21_1100,None,20210119-TC-04,LAKE,Urban,TC,2021,1,19,<2 days,37.71867,-122.48935,NA,NA
S21_1101,None,20210119-TC-05,LAKE,Urban,TC,2021,1,19,not fresh,37.71867,-122.48936,NA,coyote
S21_1102,None,20210119-TC-06,OLYM,Urban,TC,2021,1,19,<2 days,37.70741,-122.49385,NA,NA
S21_1103,None,20210119-TC-07,MCLA,Urban,TC,2021,1,19,<2 days,37.71767,-122.42129,NA,coyote
S21_1104,None,20210119-TC-08,MCLA,Urban,TC,2021,1,19,not fresh,37.72065,-122.41893,unresolved,NA
S21_1105,None,20210119-TC-09,GLEN,Urban,TC,2021,1,19,not fresh,37.74357,-122.44205,NA,coyote
S21_1106,None,20210120-TC-01,PRES,Urban,TC,2021,1,20,fresh,37.79727,-122.46045,coyote,NA
S21_1107,None,20210214-TC-01,CHP,Urban,TC,2021,2,14,unknown,37.76474,-122.43714,coyote,coyote
S21_1108,None,20210214-TC-02,CHP,Urban,TC,2021,2,14,not fresh,37.76535,-122.43864,coyote,NA
S21_1109,None,20210214-TC-03,CHP,Urban,TC,2021,2,14,fresh,37.76559,-122.43909,coyote,coyote
S21_1110,None,20210214-TC-04,CHP,Urban,TC,2021,2,14,fresh,37.76556,-122.43918,NA,NA
S21_1111,None,20210214-TC-05,STMA,Urban,TC,2021,2,14,<2 days,37.73467,-122.42109,coyote,coyote
S21_1112,None,20210214-TC-06,STMA,Urban,TC,2021,2,14,not fresh,37.73457,-122.42069,coyote,NA
S21_1113,None,20210216-TC-01,SFGC,Urban,TC,2021,2,16,<2 days,37.7113,-122.483,coyote,coyote
S21_1114,None,20210216-TC-02,SFGC,Urban,TC,2021,2,16,not fresh,37.71162,-122.483,NA,NA
S21_1115,None,20210216-TC-03,SFGC,Urban,TC,2021,2,16,<2 days,37.71124,-122.48283,NA,coyote
S21_1116,None,20210216-TC-04,OLYM,Urban,TC,2021,2,16,unknown,37.70414,-122.48905,NA,NA
S21_1117,None,20210216-TC-05,OLYM,Urban,TC,2021,2,16,not fresh,37.70425,-122.48853,coyote,coyote
S21_1118,None,20210216-TC-06,OLYM,Urban,TC,2021,2,16,fresh,37.70374,-122.48933,coyote,NA
S21_1119,None,20210216-TC-07,LAGU,Urban,TC,2021,2,16,unknown,37.74953,-122.45518,coyote,coyote
S21_1120,None,20210216-TC-08,LAGU,Urban,TC,2021,2,16,unknown,37.74955,-122.45549,NA,NA
S21_1121,None,20210217-TC-01,LAKE,Urban,TC,2021,2,17,fresh,37.7188,-122.48948,coyote,coyote
S21_1122,None,20210217-TC-02,PRES,Urban,TC,2021,2,17,unknown,37.79546,-122.46334,NA,NA
S21_1123,None,20210101-JK-218,GGPW,Urban,JK,2021,1,1,not fresh,37.768706,-122.497816,coyote,coyote
S21_1124,None,20210106-JK-219,BERN,Urban,JK,2021,1,6,fresh,37.743102,-122.413843,coyote,NA
S21_1125,None,20210106-JK-220,BERN,Urban,JK,2021,1,6,fresh,37.743102,-122.413843,coyote,coyote
