"Code","SampleID","FieldID","Collector","Bag","T3","T4","GC","logT3","logT4","logGC","Site","Territory","Biol.Season","Year","Month","Day","Condition","Lat","Long","Geno.Sp","Cytb_Sp","Individual","Sex","Breeder","Anthropogenic"
473,"S21_1231","20210405-JK-295","JK",24,120.9,55.9,314.3,4.79496375762075,4.02356438016105,5.75034794380352,"MTDA","Glen","Pupping",2021,4,5,"fresh",37.739349,-122.451791,"coyote",NA,"SFCoy81","Female","Yes",0.75619296
474,"S21_1234","20210406-JK-298","JK",24,130.6,55.5,20.7,4.87213921684233,4.01638302075239,3.03013370027132,"LEND","Land's End","Pupping",2021,4,6,"fresh",37.78454,-122.50495,"coyote",NA,"SFCoy12","Female","Yes",0.011123471
475,"S21_1236","20210407-JK-300","JK",24,80.6,82,53.1,4.38949864951258,4.40671924726425,3.97217692824789,"GLEN","Glen","Pupping",2021,4,7,"fresh",37.742249,-122.442412,"coyote",NA,"SFCoy80","Male","Yes",0.161065314
477,"S21_1238","20210407-JK-302","JK",24,164.5,85.8,167.6,5.10291057020543,4.45201900649392,5.12158018804798,"BERN","Bernal","Pupping",2021,4,8,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy14","Male","Yes",0.3796875
478,"S21_1239","20210408-JK-305","JK",24,79.4,54.6,197,4.37449836825309,4.00003388275086,5.28320372873799,"SUNS","Sunset Res","Pupping",2021,4,8,"fresh",37.750072,-122.483664,"coyote",NA,"SFCoy87","Male","",0.240837696
479,"S21_1241","20210409-JK-307","JK",24,36.7,34.6,56.7,3.60277675506052,3.54385368206368,4.03777421073371,"SUNS","Sunset Res","Pupping",2021,4,9,"fresh",37.750072,-122.483664,"coyote",NA,"SFCoy87","Male","",0.128956624
480,"S21_1242","20210409-JK-308","JK",24,43.7,32,105.7,3.77734810210154,3.46573590279973,4.66060489287619,"SUNS","Sunset Res","Pupping",2021,4,9,"fresh",37.750072,-122.483664,"coyote",NA,"SFCoy87","Male","",0
481,"S21_1243","20210410-JK-309","JK",24,121,52.4,124.8,4.79579054559674,3.958906591327,4.82671245593533,"BERN","Bernal","Pupping",2021,4,10,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy14","Male","Yes",0.929402638
482,"S21_1292","20210414-JK-311","JK",24,19.5,36.5,68.4,2.9704144655697,3.59731226058845,4.22537282462851,"SFGC","Merced","Pupping",2021,4,14,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy96","Female","Yes",0.609427609
484,"S21_1270","20210503-TC-02","TC",24,286.9,215.3,116.8,5.65913372298732,5.37203240437032,4.76046307039413,"GGPE","GGP - East","Pupping",2021,5,3,"fresh",37.77114,-122.47708,"coyote",NA,"SFCoy89","Female","Yes",0.87628866
486,"S21_1273","20210517-TC-03","TC",24,62.6,43.9,47.9,4.13676527810605,3.78191432008113,3.86911550441687,"SFGC","Merced","Pupping",2021,5,17,"fresh",37.71128,-122.48339,"coyote",NA,"SFCoy90","Female","",0.032346869
491,"S21_1284","20210518-TC-04","TC",24,110.5,204.5,268.9,4.70501552095781,5.32056797548286,5.59433956327482,"CHP","Corona","Pupping",2021,5,18,"fresh",37.76492,-122.438,"coyote",NA,"SFCoy31","Female","Yes",0.033240997
494,"S21_2067","20210521-JK-351","JK",21,32.5,138.4,111.7,3.48124008933569,4.93014804318357,4.71581670607516,"STFA","St. Francis","Pupping",2021,5,21,"fresh",37.734792,-122.469735,"coyote",NA,"SFCoy104","Male","",0.039800995
495,"S21_2068","20210522-JK-352","JK",21,326.7,443.8,148.6,5.78904231860702,6.09537401049849,5.00125813228366,"BERN","Bernal","Pupping",2021,5,22,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy14","Male","Yes",0.977134858
496,"S21_2069","20210524-JK-353","JK",21,887.9,430.5,26.9,6.78885912403828,6.06494732386779,3.29212628660779,"TGPH","Coit","Pupping",2021,5,24,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",0.915863278
497,"S21_2070","20210525-JK-354","JK",21,46.1,61.6,45.2,3.8308129500026,4.12066187053947,3.81109708683819,"SFGC","Merced","Pupping",2021,5,25,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy96","Female","Yes",0.833333333
498,"S21_2072","20210525-JK-356","JK",21,93.3,105.8,136.9,4.5358201078533,4.6615505194242,4.9192507322944,"TGPH","Coit","Pupping",2021,5,25,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy95","Male","Yes",0.95302843
499,"S21_2073","20210527-JK-357","JK",21,60.7,82.1,58.1,4.10594369806545,4.40793801645838,4.06216566385787,"STFA","St. Francis","Pupping",2021,5,27,"fresh",37.73783347,-122.4709839,NA,NA,NA,NA,NA,0
500,"S21_2075","20210531-JK-359","JK",21,216.4,254.5,57.3,5.37712854697233,5.53930083599058,4.04830062372069,"TGPH","Coit","Pupping",2021,5,31,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",0.974157303
502,"S21_2077","20210602-JK-361","JK",21,146.7,175.5,290.1,4.98838968514894,5.16763904290592,5.67022569112736,"STFA","St. Francis","Pupping",2021,6,2,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy97","Female","Yes",0.953407752
504,"S21_2079","20210609-JK-363","JK",21,87.6,87.5,48.6,4.47278099794235,4.47163879336357,3.88362353090645,"STMA","Bernal","Pupping",2021,6,9,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy50","Male","",0.926602512
505,"S21_2080","20210609-JK-364","JK",21,35.5,33.5,28.6,3.56953269648137,3.51154543883102,3.35340671782581,"STMA","Bernal","Pupping",2021,6,9,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy49","Male","",1
506,"S21_2082","20210612-JK-366","JK",21,72.6,58.2,290.8,4.28496492183075,4.06388535473739,5.67263574565936,"STMA","Bernal","Pupping",2021,6,12,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy119","Male","",0
507,"S21_2081","20210609-JK-365","JK",21,59.9,61.4,145.5,4.0926765051214,4.1174098351531,4.98017608661155,"TWIN","Glen","Pupping",2021,6,9,"fresh",37.752554,-122.447492,NA,NA,NA,NA,NA,0.447565543
508,"S21_2083","20210613-JK-367","JK",21,135.4,187.6,94.1,4.90823336047817,5.23431203657212,4.54435804659133,"TWIN","Glen","Pupping",2021,6,13,"fresh",37.752554,-122.447492,"coyote",NA,"SFCoy9","Male","",0.081499593
509,"S21_2085","20210613-JK-369","JK",21,131.8,75.3,135.3,4.88128562206841,4.32148013480585,4.90749453517674,"SFGC","Merced","Pupping",2021,6,13,"fresh",37.710304,-122.477567,NA,NA,NA,NA,NA,0.131054131
511,"S21_2347","20210712-TC-03","TC",21,138.9,167.1,89.4,4.9337542497603,5.11859243560135,4.49312068217947,"SFGC","Merced","Dispersal",2021,7,12,"fresh",37.71159,-122.48298,"coyote",NA,"SFCoy116","Male","",0
512,"S21_2348","20210712-TC-04","TC",21,252.6,216,44.8,5.53180720991639,5.37527840768417,3.80220813942094,"SFGC","Merced","Dispersal",2021,7,12,"fresh",37.71162,-122.48308,"coyote",NA,"SFCoy116","Male","",1
515,"S21_5123","20211215-JK-726","JK",19,118.4,62.7,468.7,4.7740687224499,4.13836144763888,6.14996290492866,"BERN","Bernal","Mating",2021,12,15,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy44","Female","Yes",0
519,"S21_5127","20211221-JK-730","JK",19,81.5,34.1,714.2,4.40060302024682,3.52929738428947,6.57116303516035,"GLEN","Glen","Mating",2021,12,21,"fresh",37.742249,-122.442412,"coyote",NA,"SFCoy9","Male","",0
522,"S22_0850","20220107-JK-737","JK",19,183.3,148.9,283.7,5.21112415484566,5.00327493968996,5.64791734181481,"TGPH","Coit","Mating",2022,1,7,"fresh",37.802864,-122.406001,NA,NA,NA,NA,NA,0
523,"S22_0851","20220110-JK-738","JK",19,50.9,53,43.1,3.92986292355648,3.97029191355212,3.7635229971097,"TGPH","Coit","Mating",2022,1,10,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy125","Male","",0.054755043
524,"S22_0852","20220110-JK-739","JK",19,41.2,58.9,39.3,3.71843825635548,4.07584109065754,3.67122451887522,"SFGC","Merced","Mating",2022,1,10,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy90","Female","",0.13440765
525,"S22_0855","20220114-JK-742","JK",19,158.9,232.6,298.1,5.06827507354267,5.44932024008456,5.69742900068403,"BVP","Corona","Mating",2022,1,14,"fresh",37.768823,-122.44118,"coyote",NA,"SFCoy13","Male","Yes",0.189655172
526,"S22_0856","20220115-JK-743","JK",19,208.8,237.1,48.5,5.34137685600848,5.46848199307136,3.88156379794344,"GLEN","Glen","Mating",2022,1,15,"fresh",37.742249,-122.442412,NA,NA,NA,NA,NA,0.873846154
529,"S22_0859","20220119-JK-746","JK",19,55.2,160.7,144.6,4.01096295328305,5.07953927274347,4.97397130972466,"BVP","Corona","Mating",2022,1,19,"fresh",37.768823,-122.44118,"coyote",NA,"SFCoy13","Male","Yes",0
530,"S22_0860","20220120-JK-747","JK",19,121.1,213.6,730.1,4.79661665055905,5.36410510708604,6.59318151106204,"STFA","St. Francis","Mating",2022,1,20,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy72","Male","",1
531,"S22_0861","20220121-JK-748","JK",19,72.1,96.7,80.3,4.2780540442909,4.57161340245925,4.38576962095272,"SFGC","Merced","Mating",2022,1,21,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy90","Female","",0.669014085
532,"S22_0862","20220127-JK-749","JK",19,128.2,791.5,246.5,4.85359154448657,6.67392987932107,5.50736199348274,"STFA","St. Francis","Mating",2022,1,27,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy85","Female","Yes",1
533,"S21_4957","20211007-JK-634","JK",14,67.3,40.8,218,4.20916023665068,3.70868208141012,5.38449506278909,"HYDE","Coit","Dispersal",2021,10,7,"fresh",37.804161,-122.420974,"coyote",NA,"SFCoy121","Female","",0.891105569
534,"S21_4958","20211008-JK-635","JK",14,109,140.2,140.7,4.69134788222914,4.94306997460049,4.94662996412034,"STMA","Bernal","Dispersal",2021,10,8,"fresh",37.734636,-122.421051,NA,NA,NA,NA,NA,1
537,"S21_4961","20211009-JK-638","JK",14,346.4,278.8,89.9,5.84759417668828,5.63049467888637,4.49869794147757,"GGPE","GGP - East","Dispersal",2021,10,9,"fresh",37.768042,-122.476381,"coyote",NA,"SFCoy70","Female","",0.991333163
539,"S21_4963","20211009-JK-640","JK",14,265.3,151,112.6,5.58086126114369,5.01727983681492,4.72384171570559,"HYDE","Coit","Dispersal",2021,10,9,"fresh",37.804161,-122.420974,"coyote",NA,"SFCoy112","Female","",0.142289182
540,"S21_4964","20211009-JK-641","JK",14,89.4,65.6,99.2,4.49312068217947,4.18357569595004,4.59713801429083,"HYDE","Coit","Dispersal",2021,10,9,"fresh",37.804161,-122.420974,"coyote",NA,"SFCoy121","Female","",0.128415301
542,"S21_4966","20211009-JK-643","JK",14,78.1,37.4,111.6,4.35799005684564,3.62167070442049,4.71492104994721,"HYDE","Coit","Dispersal",2021,10,9,"fresh",37.804161,-122.420974,NA,NA,NA,NA,NA,0.988700565
543,"S21_4967","20211009-JK-644","JK",14,111,103.4,16.5,4.70953020131233,4.63860496207433,2.80336038090653,"HYDE","Coit","Dispersal",2021,10,9,"fresh",37.804161,-122.420974,"coyote",NA,"SFCoy112","Female","",0.12704918
546,"S21_4970","20211010-JK-647","JK",14,74.2,133.9,78.9,4.30676415017333,4.89709325269713,4.36818122785183,"STMA","Bernal","Dispersal",2021,10,10,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy122","Male","",1
548,"S21_4972","20211009-JK-649","JK",14,79.5,68.8,70.7,4.37575702166029,4.2312037449393,4.25844557290253,"HYDE","Coit","Dispersal",2021,10,9,"fresh",37.804161,-122.420974,"coyote",NA,"SFCoy112","Female","",1
549,"S21_4973","20211009-JK-650","JK",14,225.6,461.9,129.7,5.4187635196239,6.13534841743656,4.8652240913224,"HYDE","Coit","Dispersal",2021,10,9,"fresh",37.804161,-122.420974,NA,NA,NA,NA,NA,0.286624204
551,"S21_4975","20211009-JK-652","JK",14,130.6,190.4,47.8,4.87213921684233,5.24912712235727,3.86702563949741,"HYDE","Coit","Dispersal",2021,10,9,"fresh",37.804161,-122.420974,"coyote",NA,"SFCoy125","Male","",0.719062833
553,"S22_0984","20220405-TC-02","TC",20,238.6,269.5,151.3,5.47478850966382,5.59656839034905,5.01926462079431,"CHP","Corona","Pupping",2022,4,5,"fresh",37.76493,-122.43959,NA,NA,NA,NA,NA,0.857729138
554,"S22_0863","20220127-JK-750","JK",20,565.2,502.5,147,6.33717965081037,6.21959563993323,4.99043258677874,"STFA","St. Francis","Mating",2022,1,27,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy85","Female","Yes",0.868658465
558,"S22_0867","20220210-JK-754","JK",20,877.2,232.7,187.3,6.77673501654373,5.44975007030825,5.23271160945004,"GGPE","GGP - East","Mating",2022,2,10,"fresh",37.768042,-122.476381,"coyote",NA,"SFCoy80","Male","Yes",1
559,"S22_0868","20220211-JK-755","JK",20,96.6,79.1,160.4,4.57057874121847,4.37071287477361,5.07767069543241,"BERN","Bernal","Mating",2022,2,11,"fresh",37.743102,-122.413843,NA,NA,NA,NA,NA,0.579096045
560,"S22_0891","20220224-JK-757","JK",20,294.3,127.7,63.1,5.68459965523943,4.84968376303849,4.14472076954717,"SFGC","Merced","Mating",2022,2,24,"fresh",37.710304,-122.477567,"coyote",NA,"SFCoy114","Female","",0
561,"S22_0998","20220301-JK-760","JK",20,38.2,51.7,118.9,3.64283551561253,3.94545778151438,4.77828280369674,"LAKE","Merced","Pupping",2022,3,1,"fresh",37.729695,-122.48071,"coyote",NA,"SFCoy114","Female","",0
562,"S22_1002","20220312-JK-764","JK",20,37.8,41.3,117.6,3.63230910262554,3.72086249996699,4.76728903546453,"GGPE","GGP - East","Pupping",2022,3,12,"fresh",37.768042,-122.476381,"coyote",NA,"SFCoy89","Female","Yes",0.049368542
565,"S22_1005","20220316-JK-767","JK",20,40.5,55.6,48.5,3.70130197411249,4.01818320125654,3.88156379794344,"GLEN","Glen","Pupping",2022,3,16,"fresh",37.742249,-122.442412,"coyote",NA,"SFCoy127","Male","",0.876531112
567,"S22_1007","20220324-JK-769","JK",20,66.8,71.7,30.3,4.2017030805426,4.27249074760558,3.41114771251532,"SFGC","Merced","Pupping",2022,3,24,"fresh",37.71129,-122.485125,"coyote",NA,"SFCoy61","Male","Yes",0.43125
568,"S22_1008","20220325-JK-770","JK",20,61.8,89,52.4,4.12390336446365,4.48863636973214,3.958906591327,"SFGC","Merced","Pupping",2022,3,25,"fresh",37.71129,-122.485125,"coyote",NA,"SFCoy61","Male","Yes",0.228395062
570,"S22_1013","20220331-JK-775","JK",20,24.4,28.7,174.6,3.19458313229916,3.35689712276558,5.1624976434055,"TGPH","Coit","Pupping",2022,3,31,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",0.917708333
571,"S22_1014","20220403-JK-776","JK",20,12.8,37.5,50.8,2.54944517092557,3.62434093297637,3.92789635458444,"TGPH","Coit","Pupping",2022,4,3,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",0.954913295
572,"S22_1015","20220403-JK-777","JK",20,18.1,36.2,64,2.89591193827178,3.58905911883173,4.15888308335967,"TGPH","Coit","Pupping",2022,4,3,"fresh",37.802864,-122.406001,"coyote",NA,"SFCoy66","Female","Yes",0.876923077
574,"S21_4998","20211030-JK-675","JK",16,186.5,106.3,139.2,5.22843123908387,4.6662652853479,4.93591174790032,"STFA","St. Francis","Dispersal",2021,10,30,"fresh",37.73783347,-122.4709839,NA,NA,NA,NA,NA,1
575,"S21_4999","20211101-JK-679","JK",16,149.1,230.2,58.1,5.00461722177069,5.43894849628778,4.06216566385787,"STMA","Bernal","Mating",2021,11,1,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy49","Male","",1
576,"S21_5000","20211101-JK-680","JK",16,156.7,115.6,29.7,5.05433314936197,4.75013595623828,3.39114704580865,"STMA","Bernal","Mating",2021,11,1,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy128","Female","",1
577,"S21_5001","20211101-JK-681","JK",16,95.1,146.1,107.1,4.55492896955134,4.98429131875665,4.6737629774537,"STMA","Bernal","Mating",2021,11,1,"fresh",37.734636,-122.421051,NA,NA,NA,NA,NA,1
579,"S21_5003","20211101-JK-683","JK",16,40.3,74.3,200.8,3.69635146895264,4.30811095172371,5.30230938781757,"GLEN","Glen","Mating",2021,11,1,"fresh",37.742249,-122.442412,NA,NA,NA,NA,NA,0
586,"S21_5010","20211103-JK-690","JK",16,266,156.6,75.8,5.5834963087817,5.0536947835567,4.32809829264833,"GGPE","GGP - East","Mating",2021,11,3,"fresh",37.768042,-122.476381,NA,NA,NA,NA,NA,0.231854839
588,"S21_5020","20211111-TC-01","TC",16,47.7,41.1,365.6,3.8649313978943,3.71600812150219,5.90153983958,"OLYM","Merced","Mating",2021,11,11,"fresh",37.70442,-122.48867,"coyote",NA,"SFCoy61","Male","Yes",0.030932861
592,"S21_5025","20211111-TC-06","TC",16,66,82.2,51,4.18965474202643,4.40915530206213,3.93182563272433,"LAGU","Glen","Mating",2021,11,11,"fresh",37.74784,-122.45384,"coyote",NA,"SFCoy118","Female","",0.795977011
594,"S21_3234","20210729-JK-427","JK",34,60.3,129.2,116.4,4.09933210373314,4.8613615913485,4.75703253529734,"STFA","St. Francis","Dispersal",2021,7,29,"<2 days",37.73783347,-122.4709839,"coyote",NA,"SFCoy97","Female","Yes",0.726810478
596,"S21_3166","20210806-TC-02","TC",34,72.1,70.2,103.7,4.2780540442909,4.25134831103177,4.64150211523548,"STMA","Bernal","Dispersal",2021,8,6,"<2 days",37.73465,-122.42118,"coyote",NA,"SFCoy126","Female","",0.861013986
597,"S21_3167","20210806-TC-03","TC",34,70.8,87.8,114.4,4.25985900069967,4.47506150064107,4.7397010789457,"STMA","Bernal","Dispersal",2021,8,6,"<2 days",37.73466,-122.42112,"coyote",NA,"SFCoy126","Female","",0.96516165
602,"S21_3295","20210812-JK-434","JK",34,109.4,87,134.1,4.69501088998788,4.46590811865458,4.89858579028763,"BERN","Bernal","Dispersal",2021,8,12,"<2 days",37.743102,-122.413843,"coyote",NA,"SFCoy14","Male","Yes",1
603,"S21_3384","20210831-JK-523","JK",34,74.5,73.4,271.2,4.31079912538551,4.29592393562047,5.60285655606624,"STFA","St. Francis","Dispersal",2021,8,31,"<2 days",37.73783347,-122.4709839,"coyote",NA,"SFCoy129","Female","",0.459744504
608,"S21_3244","20210913-TC-04","TC",34,95.7,45.8,38.7,4.56121829845891,3.82428409112014,3.65583960003574,"OLYM","Merced","Dispersal",2021,9,13,"<2 days",37.70426,-122.4884,"coyote",NA,"SFCoy123","Male","",0.007320644
611,"S21_3253","20210915-TC-01","TC",34,139.9,83,416.7,4.94092788167144,4.4188406077966,6.03236653842841,"CHP","Corona","Dispersal",2021,9,15,"<2 days",37.76498,-122.43727,"coyote",NA,"SFCoy13","Male","Yes",0.810567119
612,"S21_4899","20210917-JK-575","JK",34,56.5,41.4,12,4.0342406381524,3.72328088083127,2.484906649788,"HYDE","Coit","Dispersal",2021,9,17,"<2 days",37.804161,-122.420974,"coyote",NA,"SFCoy121","Female","",0.99068323
615,"S21_4979","20211021-JK-656","JK",15,122.5,181.8,305.3,4.80811102998478,5.20290718174338,5.72129489974083,"STMA","Bernal","Dispersal",2021,10,21,"fresh",37.734636,-122.421051,NA,NA,NA,NA,NA,1
617,"S21_4981","20211020-JK-658","JK",15,168.7,244.9,206.8,5.12812198955192,5.50084996395812,5.33175214263427,"HYDE","Coit","Dispersal",2021,10,20,"fresh",37.804161,-122.420974,"coyote",NA,"SFCoy125","Male","",0.354330709
618,"S21_4982","20211020-JK-659","JK",15,57.9,85.7,80.8,4.05871738457895,4.45085282560373,4.39197696552705,"HYDE","Coit","Dispersal",2021,10,20,"fresh",37.804161,-122.420974,NA,NA,NA,NA,NA,1
619,"S21_4983","20211020-JK-660","JK",15,59.1,55.9,153.9,4.07923092441205,4.02356438016105,5.03630304084483,"HYDE","Coit","Dispersal",2021,10,20,"fresh",37.804161,-122.420974,"coyote",NA,"SFCoy125","Male","",0.251908397
620,"S21_4984","20211021-JK-661","JK",15,36.2,27.6,82.2,3.58905911883173,3.3178157727231,4.40915530206213,"HYDE","Coit","Dispersal",2021,10,21,"fresh",37.804161,-122.420974,"coyote",NA,"SFCoy112","Female","",0.068385173
621,"S21_4985","20211021-JK-662","JK",15,151.9,159,229.4,5.02322240960173,5.06890420222023,5.43546720469527,"HYDE","Coit","Dispersal",2021,10,21,"fresh",37.804161,-122.420974,NA,NA,NA,NA,NA,0.925952552
622,"S21_4986","20211021-JK-663","JK",15,228.6,218.2,59,5.43197375136071,5.38541207339897,4.07753744390572,"HYDE","Coit","Dispersal",2021,10,21,"fresh",37.804161,-122.420974,"coyote",NA,"SFCoy112","Female","",1
623,"S21_4987","20211022-JK-664","JK",15,135.1,135.6,72.7,4.90601524496615,4.90970937550629,4.28634138453947,"BERN","Bernal","Dispersal",2021,10,22,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy14","Male","Yes",0.75182083
624,"S21_4988","20211022-JK-665","JK",15,126.1,169.2,103.6,4.83707524297087,5.13108144717212,4.64053732982538,"GGPE","GGP - East","Dispersal",2021,10,22,"fresh",37.768042,-122.476381,"coyote",NA,"SFCoy80","Male","Yes",0
628,"S21_4992","20211025-JK-669","JK",15,28.5,53,20.5,3.3499040872746,3.97029191355212,3.02042488614436,"BERN","Bernal","Dispersal",2021,10,25,"fresh",37.743102,-122.413843,"coyote",NA,"SFCoy50","Male","",0.806709265
631,"S21_4995","20211026-JK-672","JK",15,65.3,33.5,196,4.17899203628239,3.51154543883102,5.27811465923052,"GGPE","GGP - East","Dispersal",2021,10,26,"fresh",37.768042,-122.476381,"coyote",NA,"SFCoy89","Female","Yes",0.152932961
633,"S21_5098","20211110-JK-701","JK",18,46.7,23.4,148.1,3.84374416467485,3.15273602236366,4.99788772127375,"SFGC","Merced","Mating",2021,11,10,"fresh",37.710304,-122.477567,NA,NA,NA,NA,NA,0.225806452
635,"S21_5100","20211114-JK-703","JK",18,112.2,91.2,74.9,4.7202829930886,4.51305489708029,4.31615389052317,"FORT","Coit","Mating",2021,11,14,"fresh",37.805977,-122.428371,"coyote",NA,"SFCoy66","Female","Yes",0.08
636,"S21_5101","20211115-JK-704","JK",18,139.3,128.5,23.2,4.93662988078576,4.85592890433527,3.14415227867226,"STMA","Bernal","Mating",2021,11,15,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy126","Female","",1
637,"S21_5104","20211119-JK-707","JK",18,186.6,403.4,73.5,5.22896728841324,5.99992862552011,4.29728540621879,"STMA","Bernal","Mating",2021,11,19,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy128","Female","",1
638,"S21_5105","20211119-JK-708","JK",18,84,156.9,86.5,4.43081679884331,5.05560865973899,4.46014441393783,"STMA","Bernal","Mating",2021,11,19,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy128","Female","",0.9575
639,"S21_5106","20211119-JK-709","JK",18,56.7,52.5,69.1,4.03777421073371,3.96081316959758,4.23555473077362,"STMA","Bernal","Mating",2021,11,19,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy126","Female","",0.933206107
650,"S21_5117","20211207-JK-720","JK",18,88.7,75.3,244.9,4.48525988931553,4.32148013480585,5.50084996395812,"GLEN","Glen","Mating",2021,12,7,"fresh",37.742249,-122.442412,"coyote",NA,"SFCoy118","Female","",0.616384915
654,"S21_3359","20210828-JK-498","JK",9,178,75.4,53.7,5.18178355029209,4.32280727501391,3.98341300151482,"STMA","Bernal","Dispersal",2021,8,28,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy119","Male","",1
655,"S21_3360","20210828-JK-499","JK",9,165,125,45.6,5.10594547390058,4.8283137373023,3.81990771652034,"STMA","Bernal","Dispersal",2021,8,28,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy128","Female","",1
656,"S21_3361","20210828-JK-500","JK",9,284.5,143.3,31.8,5.65073325356639,4.96494033483413,3.45946628978613,"STMA","Bernal","Dispersal",2021,8,28,"fresh",37.734636,-122.421051,NA,NA,NA,NA,NA,0
657,"S21_3362","20210828-JK-501","JK",9,240.9,96.4,41.3,5.48438190962083,4.5685062016165,3.72086249996699,"STMA","Bernal","Dispersal",2021,8,28,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy119","Male","",1
658,"S21_3363","20210828-JK-502","JK",9,114.9,70.9,14.8,4.74406218485471,4.26127043353808,2.69462718077007,"STMA","Bernal","Dispersal",2021,8,28,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy126","Female","",1
659,"S21_3364","20210829-JK-503","JK",9,171,274,9.5,5.14166355650266,5.61312810638807,2.2512917986065,"STMA","Bernal","Dispersal",2021,8,29,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy100","Male","",0.960281549
661,"S21_3366","20210829-JK-505","JK",9,100.6,88.2,15.7,4.61115225766564,4.47960696301275,2.75366071235426,"STMA","Bernal","Dispersal",2021,8,29,"fresh",37.734636,-122.421051,"coyote",NA,"SFCoy122","Male","",0.976363994
664,"S21_3369","20210829-JK-508","JK",9,54,47.5,32.7,3.98898404656427,3.8607297110406,3.48737507790321,"SFGC","Merced","Dispersal",2021,8,29,"fresh",37.710304,-122.477567,NA,NA,NA,NA,NA,0.625220978
665,"S21_3370","20210830-JK-509","JK",9,43.1,44.8,72.4,3.7635229971097,3.80220813942094,4.28220629939167,"STMA","Bernal","Dispersal",2021,8,30,"fresh",37.734636,-122.421051,NA,NA,NA,NA,NA,1
669,"S21_3374","20210830-JK-513","JK",9,75.9,66.6,224,4.32941668440158,4.19870457754634,5.41164605185504,"STMA","Bernal","Dispersal",2021,8,30,"fresh",37.734636,-122.421051,NA,NA,NA,NA,NA,1
671,"S21_3376","20210830-JK-515","JK",9,89.9,135,40.7,4.49869794147757,4.90527477843843,3.70622809244855,"STMA","Bernal","Dispersal",2021,8,30,"fresh",37.734636,-122.421051,NA,NA,NA,NA,NA,1
674,"S21_3407","20210905-JK-549","JK",11,236.4,217.1,198.8,5.46552528553194,5.38035807688425,5.29229929422247,"STFA","St. Francis","Dispersal",2021,9,5,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy110","Female","",0.872781065
675,"S21_3408","20210905-JK-550","JK",11,109,170.1,329.6,4.69134788222914,5.13638649940182,5.79787979803532,"STFA","St. Francis","Dispersal",2021,9,5,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy110","Female","",0.711309524
678,"S21_3414","20210907-JK-556","JK",11,274.8,133.9,1001.7,5.61604356034819,4.89709325269713,6.90945383561772,"FTFU","Merced","Dispersal",2021,9,7,"fresh",37.718948,-122.502805,"coyote",NA,"SFCoy61","Male","Yes",0
679,"S21_3416","20210909-JK-559","JK",11,88.9,115.6,289.4,4.48751214251986,4.75013595623828,5.66780981419738,"STGV","Stern Grove","Dispersal",2021,9,9,"fresh",37.736086,-122.487852,"coyote",NA,"SFCoy77","Female","",0
680,"S21_3417","20210909-JK-560","JK",11,981.6,845.7,151.8,6.8891838933967,6.74016468678818,5.02256386496153,"STFA","St. Francis","Dispersal",2021,9,9,"fresh",37.73783347,-122.4709839,"coyote",NA,"SFCoy121","Female","",1
681,"S21_3419","20210911-JK-562","JK",11,193.6,193.3,219.1,5.26579417484248,5.26424338621429,5.38952824660142,"SFGC","Merced","Dispersal",2021,9,11,"fresh",37.710304,-122.477567,NA,NA,NA,NA,NA,0.824585016
